FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,TE12rescaled,TE21rescaled
trial_log-200221-115028_task020_aud0_vis1_eps000_pp26_d2_test_visual,26,2,200221-115028,21,2,Retention,1,1.544,0.626,0.341,0.405,4.01583882634779,2.23710653522229
trial_log-200221-115139_task020_aud0_vis1_eps000_pp26_d2_test_visual,26,2,200221-115139,21,2,Retention,1,1.711,0.728,0.308,0.425,5.53691207874161,1.79294243179753
trial_log-200212-091043_task020_aud0_vis1_eps000_pp27_d1_test_visual,27,1,200212-091043,21,-1,PreTest__,1,1.439,0.59,0.435,0.41,4.74794100474741,0.525465709375947
trial_log-200212-091148_task020_aud0_vis1_eps000_pp27_d1_test_visual,27,1,200212-091148,21,-1,PreTest__,1,1.388,0.565,0.356,0.407,4.23558648028948,1.36986478572722
trial_log-200212-091252_task020_aud0_vis1_eps000_pp27_d1_test_visual,27,1,200212-091252,21,-1,PreTest__,1,0.905,0.433,0.288,0.479,2.46718593105061,-0.937470253645957
trial_log-200212-091357_task020_aud0_vis1_eps000_pp27_d1_test_visual,27,1,200212-091357,21,-1,PreTest__,1,0.974,0.436,0.127,0.448,3.38622220457284,-0.859905902451574
trial_log-200212-091501_task020_aud0_vis1_eps000_pp27_d1_test_visual,27,1,200212-091501,21,-1,PreTest__,1,1.052,0.482,0.304,0.458,2.43583157059618,0.888873578519656
trial_log-200212-104238_task020_aud0_vis1_eps000_pp27_d1_test_visual,27,1,200212-104238,21,1,PostTest_,1,1.125,0.517,0.301,0.46,1.46824705976967,0.900899015373137
trial_log-200212-104342_task020_aud0_vis1_eps000_pp27_d1_test_visual,27,1,200212-104342,21,1,PostTest_,1,0.954,0.464,0.202,0.486,2.85747241939563,-0.667449383954574
trial_log-200212-104449_task020_aud0_vis1_eps000_pp27_d1_test_visual,27,1,200212-104449,21,1,PostTest_,1,1.064,0.453,0.311,0.425,3.47596107706628,1.47106616248058
trial_log-200213-150407_task020_aud0_vis1_eps000_pp27_d2_test_visual,27,2,200213-150407,21,2,Retention,1,0.898,0.426,0.177,0.475,2.49372160334761,0.487014227300272
trial_log-200213-150511_task020_aud0_vis1_eps000_pp27_d2_test_visual,27,2,200213-150511,21,2,Retention,1,1.068,0.493,0.259,0.462,2.68502467437046,2.348292667337
trial_log-200213-150616_task020_aud0_vis1_eps000_pp27_d2_test_visual,27,2,200213-150616,21,2,Retention,1,1.058,0.449,0.231,0.424,2.56185152748962,-0.913703670843338
trial_log-200213-150724_task020_aud0_vis1_eps000_pp27_d2_test_visual,27,2,200213-150724,21,2,Retention,1,1.031,0.41,0.105,0.397,0.954170671881105,-1.53114380121174
trial_log-200213-150828_task020_aud0_vis1_eps000_pp27_d2_test_visual,27,2,200213-150828,21,2,Retention,1,1.054,0.426,0.1,0.404,2.02494559889134,1.67502014231593
trial_log-200220-151129_task020_aud0_vis1_eps000_pp28_d1_test_visual,28,1,200220-151129,21,-1,PreTest__,1,1.766,0.695,0.364,0.393,5.58307471190983,1.54990286575208
trial_log-200220-151235_task020_aud0_vis1_eps000_pp28_d1_test_visual,28,1,200220-151235,21,-1,PreTest__,1,1.43,0.539,0.209,0.377,1.9810753590958,-0.304809372938635
trial_log-200220-151339_task020_aud0_vis1_eps000_pp28_d1_test_visual,28,1,200220-151339,21,-1,PreTest__,1,1.552,0.606,0.334,0.391,3.31802402350913,0.254696728453949
trial_log-200220-151444_task020_aud0_vis1_eps000_pp28_d1_test_visual,28,1,200220-151444,21,-1,PreTest__,1,1.727,0.693,0.354,0.401,2.40571264043416,0.388623485325713
trial_log-200220-151548_task020_aud0_vis1_eps000_pp28_d1_test_visual,28,1,200220-151548,21,-1,PreTest__,1,1.63,0.643,0.358,0.394,3.73720323320418,-0.351257124004609
trial_log-200220-163936_task020_aud0_vis1_eps000_pp28_d1_test_visual,28,1,200220-163936,21,1,PostTest_,1,1.516,0.608,-0.099,0.401,4.38890622218751,1.9923211306346
trial_log-200220-164040_task020_aud0_vis1_eps000_pp28_d1_test_visual,28,1,200220-164040,21,1,PostTest_,1,1.537,0.57,0.06,0.371,3.80852153837716,1.50052482305926
trial_log-200220-164144_task020_aud0_vis1_eps000_pp28_d1_test_visual,28,1,200220-164144,21,1,PostTest_,1,1.426,0.561,0.159,0.394,5.30336655578887,-1.03279916038929
trial_log-200221-150323_task020_aud0_vis1_eps000_pp28_d2_test_visual,28,2,200221-150323,21,2,Retention,1,1.825,0.704,0.25,0.386,4.95243282748552,0.699735889724488
trial_log-200221-150428_task020_aud0_vis1_eps000_pp28_d2_test_visual,28,2,200221-150428,21,2,Retention,1,1.666,0.681,0.133,0.409,5.88912172400962,3.03181876304752
trial_log-200221-150533_task020_aud0_vis1_eps000_pp28_d2_test_visual,28,2,200221-150533,21,2,Retention,1,1.862,0.76,0.027,0.408,6.00180409300316,2.43176232655241
trial_log-200221-150639_task020_aud0_vis1_eps000_pp28_d2_test_visual,28,2,200221-150639,21,2,Retention,1,1.867,0.745,0.288,0.399,4.83195331785108,2.89013582624079
trial_log-200221-150744_task020_aud0_vis1_eps000_pp28_d2_test_visual,28,2,200221-150744,21,2,Retention,1,1.974,0.792,0.27,0.401,5.20106815642245,2.0914270416267
trial_log-200213-093517_task020_aud0_vis1_eps000_pp30_d1_test_visual,30,1,200213-093517,21,-1,PreTest__,1,1.903,0.607,0.069,0.319,3.66942261652793,1.44791650881812
trial_log-200213-093622_task020_aud0_vis1_eps000_pp30_d1_test_visual,30,1,200213-093622,21,-1,PreTest__,1,1.478,0.507,0.101,0.343,3.42983311061863,0.52166562620965
trial_log-200213-093728_task020_aud0_vis1_eps000_pp30_d1_test_visual,30,1,200213-093728,21,-1,PreTest__,1,1.557,0.557,-0.035,0.358,4.72752802235356,1.7634924902917
trial_log-200213-093834_task020_aud0_vis1_eps000_pp30_d1_test_visual,30,1,200213-093834,21,-1,PreTest__,1,1.454,0.553,-0.279,0.38,4.72443483396666,2.37567793211245
trial_log-200213-093940_task020_aud0_vis1_eps000_pp30_d1_test_visual,30,1,200213-093940,21,-1,PreTest__,1,1.349,0.491,0.044,0.364,4.05698424230136,2.26927339441471
trial_log-200213-105733_task020_aud0_vis1_eps000_pp30_d1_test_visual,30,1,200213-105733,21,1,PostTest_,1,1.514,0.497,0.163,0.329,4.9586634713812,2.93723417734751
trial_log-200213-105838_task020_aud0_vis1_eps000_pp30_d1_test_visual,30,1,200213-105838,21,1,PostTest_,1,1.4,0.509,-0.048,0.363,4.34817000186534,1.83507598919131
trial_log-200213-105944_task020_aud0_vis1_eps000_pp30_d1_test_visual,30,1,200213-105944,21,1,PostTest_,1,1.362,0.474,-0.224,0.348,4.12169776427184,3.28349784653484
trial_log-200214-092615_task020_aud0_vis1_eps000_pp30_d2_test_visual,30,2,200214-092615,21,2,Retention,1,1.638,0.533,0.109,0.325,4.64968704309812,-0.295832505946855
trial_log-200214-092721_task020_aud0_vis1_eps000_pp30_d2_test_visual,30,2,200214-092721,21,2,Retention,1,1.286,0.459,0.241,0.357,3.78520074489107,1.42057819138901
trial_log-200214-092828_task020_aud0_vis1_eps000_pp30_d2_test_visual,30,2,200214-092828,21,2,Retention,1,1.616,0.509,0.252,0.315,5.77490723255568,0.822594500083557
trial_log-200214-092933_task020_aud0_vis1_eps000_pp30_d2_test_visual,30,2,200214-092933,21,2,Retention,1,1.601,0.566,0.411,0.353,5.14311426503938,1.30294203381201
trial_log-200214-093045_task020_aud0_vis1_eps000_pp30_d2_test_visual,30,2,200214-093045,21,2,Retention,1,1.525,0.511,0.046,0.335,6.39867469732296,2.75682246261663
trial_log-200127-120911_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-120911,10,0,Training_,0,0.507,0.703,0.04,1.388,1.16520299366273,-1.8064428449154
trial_log-200127-121029_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121029,10,0,Training_,0,1.008,0.858,-0.034,0.851,0.149784010244785,1.25828916592226
trial_log-200127-121139_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121139,10,0,Training_,0,1.11,0.892,-0.001,0.804,1.25756348502334,1.19925832763334
trial_log-200127-121246_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121246,10,0,Training_,0,0.944,0.87,-0.166,0.921,0.710539618027937,-0.690040219680283
trial_log-200127-121353_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121353,10,0,Training_,0,0.889,0.856,0.252,0.963,0.645955166642674,0.397267756328955
trial_log-200127-121501_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121501,10,0,Training_,0,0.674,0.864,-0.172,1.282,-0.319743342326805,0.57088888757478
trial_log-200127-121607_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121607,10,0,Training_,0,0.292,0.689,0.439,2.356,-0.101884991769445,0.425501944230912
trial_log-200127-121723_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121723,10,0,Training_,0,0.284,0.76,-0.061,2.677,-0.582174468867342,0.633297611665078
trial_log-200127-121832_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121832,10,0,Training_,0,0.514,0.856,0.054,1.667,0.361603091973192,0.454706017526752
trial_log-200127-121946_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-121946,10,0,Training_,0,0.317,0.821,-0.164,2.592,1.44137117599706,0.602190787164234
trial_log-200127-122248_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-122248,10,0,Training_,0,0.693,0.876,0.101,1.264,0.587592452132345,0.611607232350365
trial_log-200127-122356_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-122356,10,0,Training_,0,0.675,0.869,0.04,1.287,-0.759983942623299,0.367523735674714
trial_log-200127-122503_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-122503,10,0,Training_,0,0.661,0.87,-0.171,1.317,0.20865641558995,-0.274931880231872
trial_log-200127-122609_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-122609,10,0,Training_,0,0.953,0.877,-0.04,0.92,0.645699086662696,0.674296517746729
trial_log-200127-122715_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-122715,10,0,Training_,0,0.933,0.892,0.176,0.956,-0.0650632699163446,0.810179266726165
trial_log-200127-122821_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-122821,10,0,Training_,0,0.655,0.884,-0.192,1.35,-0.648454311757378,-0.987224725779699
trial_log-200127-122927_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-122927,10,0,Training_,0,0.748,0.88,0.42,1.176,0.743827477966898,0.967573459745921
trial_log-200127-123033_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123033,10,0,Training_,0,0.687,0.865,0.19,1.26,-0.111342465769674,1.14590296201896
trial_log-200127-123139_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123139,10,0,Training_,0,0.812,0.887,0.244,1.092,-0.0326973891433026,2.23170419111403
trial_log-200127-123246_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123246,10,0,Training_,0,0.635,0.86,-0.125,1.353,0.582837881466257,-1.18285525605708
trial_log-200127-123504_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123504,10,0,Training_,0,0.94,0.876,-0.022,0.932,0.316212346053555,0.148952893121213
trial_log-200127-123610_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123610,10,0,Training_,0,0.799,0.863,-0.025,1.081,0.564700401115652,0.877830508547898
trial_log-200127-123716_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123716,10,0,Training_,0,0.952,0.868,-0.222,0.912,-0.0885637046654743,-0.549573886806201
trial_log-200127-123821_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123821,10,0,Training_,0,0.741,0.831,-0.054,1.122,-1.24017932737457,0.868432723576189
trial_log-200127-123927_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123927,10,0,Training_,0,0.595,0.832,0.136,1.398,-1.60568921752452,-0.685245532027502
trial_log-200127-124033_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124033,10,0,Training_,0,0.728,0.897,0.139,1.232,-0.0669007643794916,0.174006140941043
trial_log-200127-124139_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124139,10,0,Training_,0,0.732,0.852,-0.023,1.163,-1.8809040041006,0.872977736713658
trial_log-200127-124244_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124244,10,0,Training_,0,0.7,0.916,-0.023,1.309,0.308433169026633,-0.547017763078871
trial_log-200127-124359_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124359,10,0,Training_,0,0.795,0.861,0.122,1.083,0.820000594056758,1.07971558603376
trial_log-200127-124505_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124505,10,0,Training_,0,0.747,0.885,0.078,1.185,0.20493244899594,-0.217567023457212
trial_log-200127-125342_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125342,10,0,Training_,0,1.145,0.898,0.062,0.785,-0.337381969729281,-0.35893016427305
trial_log-200127-125450_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125450,10,0,Training_,0,1.203,0.902,-0.037,0.749,0.458438397402013,-0.785045053270633
trial_log-200127-125555_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125555,10,0,Training_,0,1.012,0.913,0.013,0.902,0.49973863792747,-0.740641284097491
trial_log-200127-125701_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125701,10,0,Training_,0,1.2,0.886,0.066,0.738,1.19015913897983,0.138987323264903
trial_log-200127-125806_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125806,10,0,Training_,0,0.864,0.886,0.047,1.025,0.795599185052816,0.486308560790552
trial_log-200127-125913_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125913,10,0,Training_,0,1.004,0.875,-0.083,0.871,0.522464537440484,1.82762528532516
trial_log-200127-130020_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-130020,10,0,Training_,0,0.734,0.9,0.128,1.226,0.10490831248892,-0.5043475925141
trial_log-200127-130128_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-130128,10,0,Training_,0,0.885,0.867,0.061,0.98,0.605501716162624,-0.669563304491429
trial_log-200127-130233_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-130233,10,0,Training_,0,0.702,0.886,-0.052,1.263,0.865231895054787,-0.28535511246208
trial_log-200127-130339_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-130339,10,0,Training_,0,0.54,0.863,0.474,1.598,1.27481665610841,0.614332010817316
trial_log-200128-143825_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-143825,10,0,Training_,0,0.918,0.946,0.128,1.031,0.0456072394116521,-0.346707520276068
trial_log-200128-143943_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-143943,10,0,Training_,0,0.609,0.924,-0.074,1.517,0.612204846190644,-1.70393695596648
trial_log-200128-144058_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144058,10,0,Training_,0,0.771,0.919,-0.012,1.193,-0.262089073256524,-0.185986485242539
trial_log-200128-144206_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144206,10,0,Training_,0,0.478,0.873,-0.077,1.828,-1.17653848375485,0.294230297189969
trial_log-200128-144313_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144313,10,0,Training_,0,0.579,0.924,0.04,1.596,-1.50223630494666,-0.735664821034456
trial_log-200128-144421_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144421,10,0,Training_,0,0.65,0.937,-0.03,1.441,-0.495373515002562,1.13676561538571
trial_log-200128-144528_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144528,10,0,Training_,0,0.766,0.939,-0.096,1.227,0.30270508522586,0.656065092437229
trial_log-200128-144640_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144640,10,0,Training_,0,0.627,0.93,-0.103,1.484,-0.727684690276069,1.00082767972531
trial_log-200128-144748_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144748,10,0,Training_,0,0.897,0.938,0.051,1.046,0.343203549906109,-1.42362719148892
trial_log-200128-144856_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144856,10,0,Training_,0,0.73,0.913,0.073,1.251,-1.13839639741944,-2.10197942775495
trial_log-200128-145412_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145412,10,0,Training_,0,1.307,0.948,0,0.725,-0.619035098901919,-0.934016162444607
trial_log-200128-145527_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145527,10,0,Training_,0,0.88,0.945,-0.107,1.074,-0.808428047066743,0.0515670853228125
trial_log-200128-145635_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145635,10,0,Training_,0,0.747,0.914,-0.06,1.225,-0.719779009927212,-0.52907928748052
trial_log-200128-145743_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145743,10,0,Training_,0,1.432,0.961,0.043,0.671,-0.0552990519325985,-2.33195485408537
trial_log-200128-145851_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145851,10,0,Training_,0,0.931,0.922,-0.043,0.99,0.140608150560968,-0.551116343118602
trial_log-200128-145959_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145959,10,0,Training_,0,0.461,0.89,0.079,1.929,0.386935226962603,-2.83296543312943
trial_log-200128-150113_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-150113,10,0,Training_,0,1.088,0.953,-0.076,0.876,-0.875714092021458,0.0661954020797975
trial_log-200128-150220_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-150220,10,0,Training_,0,1.357,0.938,0.044,0.692,0.0805510858406968,-0.831188419279112
trial_log-200128-150328_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-150328,10,0,Training_,0,0.703,0.886,0.124,1.26,-0.841524949005252,-0.639195159760741
trial_log-200128-150435_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-150435,10,0,Training_,0,1.222,0.937,-0.025,0.767,-0.528757724698718,-0.865622182970938
trial_log-200128-151524_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151524,10,0,Training_,0,1.132,0.956,0.034,0.845,-0.535163527027237,0.788061718685032
trial_log-200128-151635_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151635,10,0,Training_,0,1.132,0.945,0.047,0.835,-0.859823814722082,0.814989683447975
trial_log-200128-151740_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151740,10,0,Training_,0,0.583,0.895,-0.318,1.536,0.030242443347365,-0.278973067518924
trial_log-200128-151849_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151849,10,0,Training_,0,1.016,0.93,0.025,0.915,-0.943156714559894,-1.76520814535324
trial_log-200128-151955_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151955,10,0,Training_,0,1.079,0.931,-0.063,0.863,-0.161566363813,-1.37621400951374
trial_log-200128-152104_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152104,10,0,Training_,0,1.501,0.944,-0.029,0.629,-1.09185690355034,-2.67112844736635
trial_log-200128-152211_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152211,10,0,Training_,0,1.293,0.959,-0.096,0.742,0.543292049346833,-0.869749655394744
trial_log-200128-152320_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152320,10,0,Training_,0,0.944,0.861,-0.155,0.912,-1.23314024020564,-0.287460645061431
trial_log-200128-152427_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152427,10,0,Training_,0,0.872,0.904,-0.125,1.037,-1.65428797278704,-0.715149577293376
trial_log-200128-152541_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152541,10,0,Training_,0,1.006,0.944,-0.023,0.939,-1.21940105868366,-0.324436706588013
trial_log-200128-152848_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152848,10,0,Training_,0,1.043,0.93,0.29,0.892,-0.0358027279376239,-0.016174073707194
trial_log-200128-152954_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152954,10,0,Training_,0,0.587,0.879,0.016,1.498,0.647381234647392,-0.342332324423671
trial_log-200128-153101_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153101,10,0,Training_,0,1.249,0.949,-0.141,0.76,-0.119980204256535,-1.14308448027569
trial_log-200128-153208_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153208,10,0,Training_,0,0.734,0.943,0.072,1.284,-1.16971675649692,0.640209734723153
trial_log-200128-153316_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153316,10,0,Training_,0,0.963,0.946,0.019,0.982,-1.13603543492845,0.384736087177616
trial_log-200128-153423_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153423,10,0,Training_,0,0.707,0.899,-0.047,1.272,-0.939921856057893,0.11290997802871
trial_log-200128-153531_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153531,10,0,Training_,0,0.725,0.944,-0.095,1.302,0.0303098363605287,1.82015075922091
trial_log-200128-153638_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153638,10,0,Training_,0,0.863,0.934,-0.135,1.082,-0.938471590765782,-1.67655495828892
trial_log-200128-153745_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153745,10,0,Training_,0,1.154,0.933,0.041,0.809,-0.536854357557334,-1.54195648629361
trial_log-200128-153851_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153851,10,0,Training_,0,1.223,0.933,-0.011,0.763,-0.576850231601321,-0.48740936689437
trial_log-200129-113904_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-113904,10,0,Training_,0,0.615,0.858,-0.427,1.394,0.42610915616644,0.139565561558125
trial_log-200129-114017_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114017,10,0,Training_,0,0.84,0.792,0.145,0.943,1.05785455489093,0.821652097149519
trial_log-200129-114127_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114127,10,0,Training_,0,0.611,0.676,-0.282,1.107,2.23810358043716,-0.450141771439976
trial_log-200129-114236_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114236,10,0,Training_,0,1.083,0.92,0.007,0.849,-0.389483668762749,-0.264448351548103
trial_log-200129-114343_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114343,10,0,Training_,0,1.223,0.947,-0.286,0.774,0.510718340829491,1.7744211787856
trial_log-200129-114453_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114453,10,0,Training_,0,0.928,0.86,0.155,0.927,1.5337784841775,-0.712586748076535
trial_log-200129-114600_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114600,10,0,Training_,0,0.864,0.876,-0.136,1.014,0.428965280870085,-0.221664607882844
trial_log-200129-114710_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114710,10,0,Training_,0,0.961,0.854,-0.043,0.889,-0.50724995580459,-0.0539639591034574
trial_log-200129-114823_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114823,10,0,Training_,0,1.209,0.913,0.116,0.755,1.22016502794802,-0.0175259047074666
trial_log-200129-114933_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114933,10,0,Training_,0,0.936,0.875,-0.154,0.936,0.447638603478716,0.38810536157085
trial_log-200129-115610_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-115610,10,0,Training_,0,0.933,0.868,0.08,0.929,0.737890638314688,1.82878775865235
trial_log-200129-115720_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-115720,10,0,Training_,0,0.779,0.843,-0.197,1.082,1.10192052522962,-1.17587936834059
trial_log-200129-115833_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-115833,10,0,Training_,0,0.667,0.81,0.244,1.213,0.0129665737367989,-0.498664481751579
trial_log-200129-115944_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-115944,10,0,Training_,0,0.685,0.791,0.073,1.155,1.15625669275014,0.0916746440947773
trial_log-200129-120052_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120052,10,0,Training_,0,0.917,0.951,-0.235,1.036,1.92888151298349,0.447765443767319
trial_log-200129-120201_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120201,10,0,Training_,0,0.729,0.938,-0.281,1.287,-0.242132783955136,0.586452705059232
trial_log-200129-120312_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120312,10,0,Training_,0,0.817,0.918,-0.419,1.124,-0.584431588207883,-0.0173520346071164
trial_log-200129-120420_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120420,10,0,Training_,0,1.074,0.934,-0.006,0.87,0.108927476511108,-0.0322718124960173
trial_log-200129-120530_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120530,10,0,Training_,0,1.135,0.902,-0.043,0.794,-0.211266002915229,1.30128173236036
trial_log-200129-120640_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120640,10,0,Training_,0,1.205,0.892,0.029,0.74,-0.22370116173072,0.0644743715542934
trial_log-200129-121241_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121241,10,0,Training_,0,0.992,0.903,-0.038,0.911,0.0048023817705577,-2.44985643241898
trial_log-200129-121349_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121349,10,0,Training_,0,1.556,0.956,0.023,0.615,-0.368800747580347,0.0355499872375019
trial_log-200129-121516_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121516,10,0,Training_,0,1.409,0.93,0.048,0.66,-0.981709506135806,2.51490762273858
trial_log-200129-121624_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121624,10,0,Training_,0,1.116,0.943,-0.009,0.846,0.364640864500348,0.385589682740408
trial_log-200129-121736_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121736,10,0,Training_,0,0.8,0.816,-0.124,1.02,-0.0341982971163315,0.524002868565041
trial_log-200129-121846_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121846,10,0,Training_,0,0.953,0.904,-0.018,0.949,-0.0194940287731534,-0.552255437662773
trial_log-200129-121957_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121957,10,0,Training_,0,0.848,0.786,0.061,0.926,-0.502542337410994,-0.429985156722133
trial_log-200129-122106_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-122106,10,0,Training_,0,1.111,0.925,-0.01,0.832,-0.212847391352507,0.373705980845739
trial_log-200129-122214_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-122214,10,0,Training_,0,0.842,0.845,0.324,1.003,0.525366224617639,-2.02412558086538
trial_log-200129-122322_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-122322,10,0,Training_,0,1.304,0.942,0.028,0.723,-0.988330134593039,-0.0443321186595025
trial_log-200129-123517_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123517,10,0,Training_,0,1.214,0.929,0.059,0.766,0.619852481607665,1.92137355026242
trial_log-200129-123623_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123623,10,0,Training_,0,1.482,0.945,0.017,0.637,0.229669541917191,-1.5636246398768
trial_log-200129-123731_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123731,10,0,Training_,0,1.027,0.93,-0.067,0.906,-0.830842751320965,-0.416171745127385
trial_log-200129-123837_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123837,10,0,Training_,0,0.872,0.936,-0.243,1.072,-0.0786807517445969,-0.565177709563476
trial_log-200129-123945_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123945,10,0,Training_,0,1.196,0.943,-0.048,0.789,-0.393088636278114,0.671149030487574
