pp,trial,condition,period,LyapsTutor,LyaplTutor,LyapsTrainee,LyaplTrainee
20.0000,7.0000,30.0000,720.6081,2.2955,0.3734,1.0152,0.1208
20.0000,8.0000,30.0000,719.8075,2.1551,0.5583,1.0869,0.1398
20.0000,9.0000,30.0000,720.2467,1.9279,0.5870,1.0706,0.2246
20.0000,10.0000,30.0000,720.9818,2.0187,0.5617,1.2691,0.1627
20.0000,11.0000,30.0000,718.4830,1.9212,0.6653,1.0298,0.1707
20.0000,12.0000,30.0000,705.0047,2.1393,0.5116,1.0541,0.1875
20.0000,13.0000,30.0000,704.8419,2.2205,0.4624,1.1373,0.1105
20.0000,14.0000,30.0000,720.2450,2.0216,0.5558,1.0632,0.1276
20.0000,15.0000,30.0000,717.0861,2.0641,0.5724,1.0603,0.1193
20.0000,16.0000,30.0000,708.8602,1.9446,0.6358,1.1712,0.2809
20.0000,17.0000,30.0000,719.6739,1.7438,0.7143,1.0431,0.1879
20.0000,18.0000,30.0000,713.4630,2.0023,0.6008,1.1652,0.1640
20.0000,19.0000,30.0000,727.3101,2.1525,0.4438,1.1440,0.1495
20.0000,20.0000,30.0000,722.4467,1.8672,0.5021,1.2146,0.1885
20.0000,21.0000,30.0000,704.4993,2.4071,0.6548,1.1201,0.1291
20.0000,22.0000,30.0000,721.5967,2.1741,0.6163,0.8546,0.1736
20.0000,23.0000,30.0000,708.6352,2.2312,0.5548,1.0889,0.1077
20.0000,24.0000,30.0000,729.5864,1.8533,0.6002,0.8677,0.1361
20.0000,25.0000,30.0000,725.4506,2.2919,0.4294,1.0874,0.1299
20.0000,26.0000,30.0000,710.6343,2.3218,0.5751,0.9866,0.0847
20.0000,27.0000,30.0000,720.5698,2.1887,0.4907,1.0224,0.0821
20.0000,28.0000,30.0000,711.9711,2.1815,0.4904,1.0103,0.1671
20.0000,29.0000,30.0000,728.4319,2.0068,0.5281,0.9344,0.1349
20.0000,30.0000,30.0000,712.4151,2.3666,0.4917,0.8464,0.1285
20.0000,31.0000,30.0000,713.7528,2.1901,0.4941,1.0267,0.1966
20.0000,32.0000,30.0000,719.6364,2.0083,0.6804,1.0339,0.0376
20.0000,33.0000,30.0000,724.8983,2.0724,0.6846,0.9394,0.1736
20.0000,34.0000,30.0000,719.3412,1.7940,0.7194,0.9123,0.1653
20.0000,35.0000,30.0000,727.7933,1.6096,0.6175,0.8218,0.2223
20.0000,36.0000,30.0000,715.9553,1.8320,0.6655,1.0582,0.2037
20.0000,37.0000,30.0000,718.2402,1.6765,0.6572,0.9075,0.2134
20.0000,38.0000,30.0000,710.7146,2.1004,0.6308,1.1656,0.1842
20.0000,39.0000,30.0000,724.8916,1.8911,0.6062,1.0398,0.1857
20.0000,40.0000,30.0000,719.5995,2.1425,0.6470,1.0046,0.1564
21.0000,1.0000,10.0000,1051.3354,0.6365,0.1886,0.6108,0.1590
21.0000,2.0000,10.0000,1045.2300,0.6362,0.1008,0.6825,0.1513
21.0000,3.0000,10.0000,1049.2835,0.7344,0.1973,0.8126,0.1149
21.0000,4.0000,10.0000,1047.0229,0.5807,0.1216,0.7375,0.1043
21.0000,5.0000,10.0000,1043.9313,0.6590,0.1858,0.7186,0.1511
21.0000,6.0000,10.0000,1041.5208,0.6302,0.1002,0.6642,0.1150
21.0000,7.0000,10.0000,1042.1587,0.6621,0.1435,0.4682,0.0949
21.0000,8.0000,10.0000,1044.3081,0.6403,0.1340,0.4426,0.0701
21.0000,9.0000,10.0000,1040.7461,0.6927,0.1327,0.5545,0.1324
21.0000,10.0000,10.0000,1039.9650,0.5209,0.0807,0.5485,0.1049
21.0000,11.0000,10.0000,1044.6034,0.6090,0.1281,0.6531,0.0966
21.0000,12.0000,10.0000,1036.8546,0.5841,0.0986,0.5715,0.0980
21.0000,13.0000,10.0000,1036.9459,0.5928,0.1430,0.5251,0.1446
21.0000,14.0000,10.0000,1049.3228,0.5844,0.1155,0.4734,0.0789
21.0000,15.0000,10.0000,1040.6340,0.6268,0.1180,0.6948,0.1053
21.0000,16.0000,10.0000,1045.9355,0.5926,0.1062,0.5517,0.1248
21.0000,17.0000,10.0000,1045.0244,0.6010,0.0873,0.5233,0.1186
21.0000,18.0000,10.0000,1043.3710,0.5691,0.0858,0.5085,0.0661
21.0000,19.0000,10.0000,1051.2205,0.5338,0.0961,0.5565,0.0835
21.0000,20.0000,10.0000,1044.3027,0.5393,0.0267,0.4937,0.1049
21.0000,21.0000,10.0000,1043.9558,0.5274,0.1293,0.5005,0.1122
21.0000,22.0000,10.0000,1045.2497,0.6214,0.1078,0.5654,0.1099
21.0000,23.0000,10.0000,1040.3087,0.5565,0.1563,0.4366,0.0899
21.0000,24.0000,10.0000,1045.7912,0.5973,0.1502,0.5152,0.1341
21.0000,25.0000,10.0000,1043.9086,0.5600,0.0948,0.5229,0.1388
21.0000,26.0000,10.0000,1042.2913,0.6110,0.0537,0.5060,0.0603
21.0000,27.0000,10.0000,1045.4356,0.5170,0.0918,0.5406,0.0912
21.0000,28.0000,10.0000,1037.7924,0.6708,0.1569,0.6110,0.1414
21.0000,29.0000,10.0000,1042.3840,0.6564,0.0361,0.4651,0.1292
21.0000,30.0000,10.0000,1051.4260,0.7140,0.1258,0.7922,0.0941
21.0000,31.0000,10.0000,1043.7887,0.5745,0.1596,0.5140,0.1477
21.0000,32.0000,10.0000,1050.9249,0.6009,0.1115,0.5094,0.1301
21.0000,33.0000,10.0000,1044.5809,0.5831,0.0701,0.5300,0.1404
21.0000,34.0000,10.0000,1043.9034,0.4976,0.0817,0.5427,0.0822
21.0000,35.0000,10.0000,1045.3542,0.6693,0.0926,0.4899,0.0980
21.0000,36.0000,10.0000,1051.2083,0.6054,0.1166,0.4897,0.1064
21.0000,37.0000,10.0000,1041.2578,0.7028,0.1602,0.4675,0.1359
21.0000,38.0000,10.0000,1041.5339,0.5884,0.0767,0.5991,0.1033
21.0000,39.0000,10.0000,1046.7394,0.6163,0.1543,0.5535,0.1438
21.0000,40.0000,10.0000,1038.5672,0.5938,0.1132,0.5525,0.0785
22.0000,1.0000,10.0000,1047.6209,0.5259,0.1091,0.7507,0.1042
22.0000,2.0000,10.0000,1048.6305,0.4638,0.0845,0.5473,0.0850
22.0000,3.0000,10.0000,1045.3619,0.4537,0.1030,0.5427,0.1576
22.0000,4.0000,10.0000,1049.8691,0.4994,0.0714,0.6423,0.1193
22.0000,5.0000,10.0000,1044.3003,0.5351,0.1075,0.6541,0.0639
22.0000,6.0000,10.0000,1050.4340,0.5359,0.1448,0.7201,0.1185
22.0000,7.0000,10.0000,1048.0139,0.5213,0.1433,0.6889,0.1505
22.0000,8.0000,10.0000,1040.4455,0.5904,0.1655,0.7192,0.1082
22.0000,9.0000,10.0000,1044.1938,0.5596,0.1017,0.7966,0.0937
22.0000,10.0000,10.0000,1044.3928,0.6025,0.1437,0.8046,0.1491
22.0000,11.0000,10.0000,1044.9459,0.5178,0.0680,0.6367,0.1190
22.0000,12.0000,10.0000,1047.7335,0.5648,0.0994,0.7753,0.1247
22.0000,13.0000,10.0000,1052.6939,0.5528,0.0670,0.7403,0.0985
22.0000,14.0000,10.0000,1049.9895,0.5063,0.0646,0.7739,0.1470
22.0000,15.0000,10.0000,1040.3411,0.5615,0.1225,0.8047,0.0951
22.0000,16.0000,10.0000,1054.7948,0.5297,0.0825,0.5261,0.1196
22.0000,17.0000,10.0000,1049.1309,0.4924,0.0412,0.6429,0.1198
22.0000,18.0000,10.0000,1044.8939,0.4972,0.0984,0.6727,0.1564
22.0000,19.0000,10.0000,1045.7935,0.4435,0.0842,0.6879,0.1216
22.0000,20.0000,10.0000,1052.0289,0.6142,0.1278,0.6673,0.0770
22.0000,21.0000,10.0000,1054.8864,0.5086,0.1494,0.7100,0.1662
22.0000,22.0000,10.0000,1050.3164,0.5359,0.0645,0.6992,0.1234
22.0000,23.0000,10.0000,1045.3605,0.5208,0.0639,0.7256,0.1678
22.0000,24.0000,10.0000,1052.6240,0.5045,0.0728,0.5240,0.1360
22.0000,25.0000,10.0000,1050.2596,0.4861,0.0531,0.6097,0.1302
22.0000,26.0000,10.0000,1046.1013,0.5575,0.0895,0.6106,0.1167
22.0000,27.0000,10.0000,1050.7072,0.4944,0.1119,0.6376,0.1290
22.0000,28.0000,10.0000,1051.7908,0.5726,0.1193,0.6460,0.1242
22.0000,29.0000,10.0000,1051.9722,0.5567,0.0437,0.6860,0.0855
22.0000,30.0000,10.0000,1042.8114,0.5260,0.0893,0.6806,0.0851
22.0000,31.0000,10.0000,1052.3602,0.5458,0.1073,0.6301,0.1621
22.0000,32.0000,10.0000,1045.6464,0.5303,0.0542,0.6186,0.1140
22.0000,33.0000,10.0000,1046.0176,0.5548,0.1354,0.6191,0.1489
22.0000,34.0000,10.0000,1046.4189,0.6149,0.0894,0.5888,0.0847
22.0000,35.0000,10.0000,1043.6659,0.5427,0.0743,0.6248,0.1282
22.0000,36.0000,10.0000,1044.6299,0.5559,0.1283,0.7028,0.1577
22.0000,37.0000,10.0000,1040.5031,0.6082,0.0447,0.6614,0.0642
22.0000,38.0000,10.0000,1052.2394,0.6064,0.1282,0.7759,0.1107
22.0000,39.0000,10.0000,1052.4211,0.5417,0.0997,0.7207,0.0740
22.0000,40.0000,10.0000,1043.2596,0.5350,0.1249,0.7075,0.1320
23.0000,1.0000,30.0000,712.7882,2.2407,0.4217,1.2321,0.2020
23.0000,2.0000,30.0000,725.7096,2.0323,0.6163,1.0895,0.2235
23.0000,3.0000,30.0000,714.6927,2.0072,0.5761,1.2335,0.2368
23.0000,4.0000,30.0000,719.0706,2.2209,0.5329,1.2805,0.2448
23.0000,5.0000,30.0000,719.8826,2.2324,0.4992,1.2066,0.2181
23.0000,6.0000,30.0000,717.6850,2.2527,0.6041,1.1229,0.1925
23.0000,7.0000,30.0000,728.1995,2.0741,0.5633,0.9100,0.1646
23.0000,8.0000,30.0000,716.1605,2.2596,0.5479,1.3825,0.1190
23.0000,9.0000,30.0000,715.2408,1.8838,0.7006,0.9066,0.1985
23.0000,10.0000,30.0000,727.8259,2.1820,0.5483,0.8676,0.1347
23.0000,11.0000,30.0000,711.0175,2.2231,0.5461,1.2703,0.1783
23.0000,12.0000,30.0000,711.9608,2.0337,0.5635,1.2455,0.1005
23.0000,13.0000,30.0000,718.1753,1.8863,0.4512,1.4224,0.2030
23.0000,14.0000,30.0000,719.2518,2.0226,0.4727,1.1775,0.2074
23.0000,15.0000,30.0000,711.0020,2.1134,0.5576,1.1823,0.2384
23.0000,16.0000,30.0000,718.7492,2.0565,0.5920,1.3405,0.1122
23.0000,17.0000,30.0000,722.4517,2.1228,0.5026,1.0663,0.0716
23.0000,18.0000,30.0000,715.9768,2.1813,0.4019,1.1314,0.1102
23.0000,19.0000,30.0000,708.9247,2.1732,0.5569,1.1334,0.1563
23.0000,20.0000,30.0000,716.7637,2.3329,0.5520,1.1789,0.0912
23.0000,21.0000,30.0000,713.0143,2.2603,0.4984,1.1174,0.1696
23.0000,22.0000,30.0000,728.8984,2.0690,0.5939,1.4433,0.1021
23.0000,23.0000,30.0000,707.1565,2.3013,0.5631,1.2781,0.2029
23.0000,24.0000,30.0000,707.0236,2.2937,0.5143,1.2662,0.1850
23.0000,25.0000,30.0000,710.6303,2.0872,0.4987,1.4021,0.1060
23.0000,26.0000,30.0000,709.5504,2.1824,0.5294,1.4342,0.0972
23.0000,27.0000,30.0000,713.7498,2.3132,0.5917,1.2012,0.1943
23.0000,28.0000,30.0000,713.8692,2.2181,0.5225,1.2511,0.1368
23.0000,29.0000,30.0000,726.4814,2.2978,0.4824,1.2205,0.1602
23.0000,30.0000,30.0000,716.9262,2.0403,0.6777,1.2235,0.1528
23.0000,31.0000,30.0000,714.6308,2.0537,0.5325,1.3301,0.2516
23.0000,32.0000,30.0000,717.2769,2.0696,0.5439,1.3859,0.2260
23.0000,33.0000,30.0000,717.3917,2.1316,0.4619,1.2097,0.1661
23.0000,34.0000,30.0000,722.4183,2.2413,0.4811,1.2868,0.2028
23.0000,35.0000,30.0000,712.8114,2.0821,0.5883,1.3612,0.1653
23.0000,36.0000,30.0000,725.2723,2.0654,0.5464,1.1910,0.1424
23.0000,37.0000,30.0000,707.8769,2.2984,0.3663,1.2911,0.2010
23.0000,38.0000,30.0000,716.7799,2.1389,0.4886,1.2425,0.2289
23.0000,39.0000,30.0000,716.0393,2.0974,0.6865,1.1764,0.2497
23.0000,40.0000,30.0000,725.7931,2.0011,0.6366,1.0727,0.2212
24.0000,1.0000,10.0000,1039.6672,0.5350,0.1025,0.8003,0.1389
24.0000,2.0000,10.0000,1046.8521,0.5647,0.1051,0.7131,0.1238
24.0000,3.0000,10.0000,1036.4575,0.5398,0.1544,0.7621,0.1260
24.0000,4.0000,10.0000,1043.3290,0.5651,0.1929,0.8113,0.1217
24.0000,5.0000,10.0000,1045.8206,0.5742,0.1562,0.7871,0.1539
24.0000,6.0000,10.0000,1044.7283,0.5677,0.0878,0.7929,0.0515
24.0000,7.0000,10.0000,1038.7117,0.6522,0.1198,0.8240,0.1351
24.0000,8.0000,10.0000,1036.3776,0.5737,0.1222,0.7125,0.1414
24.0000,9.0000,10.0000,1037.3635,0.5876,0.1422,0.7389,0.1311
24.0000,10.0000,10.0000,1032.0180,0.5554,0.1120,0.8522,0.0491
24.0000,11.0000,10.0000,1046.6576,0.5569,0.0848,0.7618,0.1138
24.0000,12.0000,10.0000,1046.9319,0.5153,0.0684,0.7212,0.0634
24.0000,13.0000,10.0000,1037.2163,0.4723,0.0902,0.6470,0.0419
24.0000,14.0000,10.0000,1042.0951,0.4960,0.0757,0.6493,0.1079
24.0000,15.0000,10.0000,1038.3035,0.5488,0.0450,0.7504,0.1086
24.0000,16.0000,10.0000,1038.7113,0.5548,0.1068,0.7403,0.1328
24.0000,17.0000,10.0000,1035.7051,0.5507,0.1057,0.8863,0.0779
24.0000,18.0000,10.0000,1049.7783,0.5497,0.0857,0.4521,0.0230
24.0000,19.0000,10.0000,1043.8232,0.5773,0.1595,0.5881,0.1406
24.0000,20.0000,10.0000,1044.9559,0.5896,0.1310,0.4197,0.0838
24.0000,21.0000,10.0000,1043.1008,0.5586,0.0975,0.7453,0.1240
24.0000,22.0000,10.0000,1041.0736,0.5357,0.0743,0.6711,0.1018
24.0000,23.0000,10.0000,1053.9649,0.4836,0.1704,0.3911,0.0760
24.0000,24.0000,10.0000,1040.5616,0.4953,0.1172,0.4879,0.0999
24.0000,25.0000,10.0000,1042.6007,0.5238,0.0976,0.6408,0.0601
24.0000,26.0000,10.0000,1046.8691,0.5304,0.1301,0.4294,0.0906
24.0000,27.0000,10.0000,1050.7239,0.6534,0.1803,0.8799,0.0711
24.0000,28.0000,10.0000,1048.4056,0.5107,0.1322,0.4075,0.0836
24.0000,29.0000,10.0000,1040.0753,0.5610,0.0957,0.7564,0.0816
24.0000,30.0000,10.0000,1050.6902,0.5126,0.1517,0.4750,0.0871
24.0000,31.0000,10.0000,1037.3431,0.4969,0.0425,0.5995,0.1137
24.0000,32.0000,10.0000,1047.1512,0.4866,0.1184,0.4228,0.0881
24.0000,33.0000,10.0000,1047.4853,0.5995,0.1252,0.5712,0.0840
24.0000,34.0000,10.0000,1045.5211,0.6361,0.1112,0.6510,0.0873
24.0000,35.0000,10.0000,1045.0244,0.4959,0.1209,0.4468,0.0662
24.0000,36.0000,10.0000,1044.8816,0.5461,0.1392,0.5897,0.0988
24.0000,37.0000,10.0000,1050.0643,0.4834,0.1232,0.4055,0.0876
24.0000,38.0000,10.0000,1041.5385,0.5756,0.1124,0.7768,0.1380
24.0000,39.0000,10.0000,1044.6436,0.5605,0.0927,0.6149,0.1050
24.0000,40.0000,10.0000,1044.1286,0.5635,0.1618,0.6128,0.1253
25.0000,1.0000,25.0000,964.8905,1.8242,0.2706,0.6595,0.0836
25.0000,2.0000,25.0000,1069.3002,1.7803,0.2301,0.7106,0.0461
25.0000,3.0000,25.0000,954.1351,1.7223,0.4345,0.6197,0.0870
25.0000,4.0000,25.0000,1016.6127,1.9058,0.3476,0.6500,0.0518
25.0000,5.0000,25.0000,1000.6340,1.6078,0.3624,0.6206,0.0478
25.0000,6.0000,25.0000,1062.2050,1.9674,0.2447,0.6505,0.0628
25.0000,7.0000,25.0000,977.2853,2.0118,0.2333,0.6520,0.1052
25.0000,8.0000,25.0000,1010.0606,1.8031,0.3303,0.7330,0.0729
25.0000,9.0000,25.0000,928.0273,1.8146,0.2751,0.7423,0.0848
25.0000,10.0000,25.0000,972.5118,2.0177,0.1836,0.8552,0.0787
25.0000,11.0000,25.0000,991.3657,1.8801,0.3244,0.6260,0.0833
25.0000,12.0000,25.0000,932.0778,1.9018,0.2764,0.7293,0.0550
25.0000,13.0000,25.0000,982.8068,1.8257,0.2482,0.6937,0.1483
25.0000,14.0000,25.0000,955.5078,1.9858,0.2786,0.7335,0.1074
25.0000,15.0000,25.0000,972.9151,1.6033,0.3567,0.6625,0.1054
25.0000,16.0000,25.0000,996.0199,1.7539,0.2474,0.7899,0.0963
25.0000,17.0000,25.0000,974.3588,1.8318,0.3277,0.7639,0.0664
25.0000,18.0000,25.0000,923.9661,2.0580,0.3490,0.9282,0.0921
25.0000,19.0000,25.0000,847.3193,2.1871,0.4250,0.8337,0.1318
25.0000,20.0000,25.0000,963.9668,1.9580,0.2121,0.8403,0.0685
25.0000,21.0000,25.0000,1028.3738,1.6490,0.3493,0.6077,0.0769
25.0000,22.0000,25.0000,978.2174,1.8999,0.2897,0.7157,0.0903
25.0000,23.0000,25.0000,1121.3198,1.8076,0.2515,0.4488,0.0713
25.0000,24.0000,25.0000,912.7763,1.9455,0.4221,0.8197,0.1018
25.0000,25.0000,25.0000,904.6369,2.1067,0.3468,1.0279,0.0204
25.0000,26.0000,25.0000,923.2058,1.7343,0.4219,0.8367,0.0767
25.0000,27.0000,25.0000,983.9348,1.8532,0.3246,0.6954,0.0880
25.0000,28.0000,25.0000,1044.7864,1.8634,0.1308,0.5984,0.0258
25.0000,29.0000,25.0000,991.7544,2.0281,0.2875,0.5832,0.0403
25.0000,30.0000,25.0000,930.8956,2.1560,0.2370,0.6700,0.0950
25.0000,31.0000,25.0000,892.6964,1.7949,0.3941,0.7372,0.0791
25.0000,32.0000,25.0000,1008.5384,1.6560,0.3637,0.6286,0.0954
25.0000,33.0000,25.0000,951.9199,1.9590,0.3424,0.6996,0.0708
25.0000,34.0000,25.0000,1069.9319,1.5813,0.2451,0.6019,0.0772
25.0000,35.0000,25.0000,1036.5667,1.7032,0.2892,0.5458,0.0758
25.0000,36.0000,25.0000,903.0014,2.2076,0.3333,0.8276,0.0764
25.0000,37.0000,25.0000,926.0102,2.1678,0.3174,0.5925,0.0894
25.0000,38.0000,25.0000,1057.1113,2.0185,0.2236,0.5656,0.0834
25.0000,39.0000,25.0000,947.8737,1.7410,0.3517,0.5874,0.0629
26.0000,1.0000,25.0000,944.9496,1.8490,0.3465,0.5668,0.0975
26.0000,2.0000,25.0000,915.2796,2.0649,0.2970,0.6379,0.0934
26.0000,3.0000,25.0000,1137.8783,1.3669,0.3437,0.6213,0.0972
26.0000,4.0000,25.0000,969.7381,1.7051,0.4153,0.7466,0.1428
26.0000,5.0000,25.0000,890.6929,2.3317,0.3822,0.8480,0.1257
26.0000,6.0000,25.0000,892.8016,2.1826,0.3507,0.6473,0.0770
26.0000,7.0000,25.0000,892.0579,1.9616,0.4558,0.7744,0.1174
26.0000,8.0000,25.0000,1066.6475,1.5094,0.3674,0.7684,0.0998
26.0000,9.0000,25.0000,960.2851,1.9155,0.3198,0.7073,0.1008
26.0000,10.0000,25.0000,865.6199,2.2848,0.4455,0.6645,0.1221
26.0000,11.0000,25.0000,988.6376,1.7173,0.2614,0.6252,0.0576
26.0000,12.0000,25.0000,931.0467,2.0403,0.3477,0.7710,0.1084
26.0000,13.0000,25.0000,916.4553,1.6246,0.4249,0.5924,0.1342
26.0000,14.0000,25.0000,886.1975,1.9731,0.3302,0.6208,0.1342
26.0000,15.0000,25.0000,1073.7246,1.5319,0.3472,0.6215,0.0748
26.0000,16.0000,25.0000,962.4364,1.8786,0.3664,0.7810,0.0512
26.0000,17.0000,25.0000,964.1593,1.6378,0.4458,0.7289,0.1252
26.0000,18.0000,25.0000,980.4002,1.6458,0.4358,0.5709,0.1253
26.0000,19.0000,25.0000,1022.6026,1.4367,0.4108,0.9185,0.1157
26.0000,20.0000,25.0000,942.3402,1.6859,0.3492,0.7882,0.1696
26.0000,21.0000,25.0000,1010.9933,1.6959,0.3126,0.5454,0.0794
26.0000,22.0000,25.0000,1065.9146,1.4314,0.1878,0.6329,0.1254
26.0000,23.0000,25.0000,902.8470,2.0483,0.4479,0.7576,0.0776
26.0000,24.0000,25.0000,909.3059,1.8789,0.4312,0.8447,0.0988
26.0000,25.0000,25.0000,974.2157,1.6417,0.3458,0.7182,0.0580
26.0000,26.0000,25.0000,952.9935,1.8119,0.3502,0.6924,0.1611
26.0000,27.0000,25.0000,1005.4728,1.7963,0.3131,0.7418,0.1689
26.0000,28.0000,25.0000,931.4348,1.9228,0.3751,0.7119,0.0667
26.0000,29.0000,25.0000,1016.3486,1.7451,0.3559,0.6303,0.1200
26.0000,30.0000,25.0000,979.0476,1.7215,0.2980,0.5550,0.1280
26.0000,31.0000,25.0000,1018.7770,1.5707,0.3951,0.6974,0.1199
26.0000,32.0000,25.0000,1004.3138,1.7789,0.3960,0.8626,0.1412
26.0000,33.0000,25.0000,1006.3608,1.7633,0.4866,0.7273,0.1542
26.0000,34.0000,25.0000,945.7238,1.9429,0.3903,0.6598,0.1169
26.0000,35.0000,25.0000,1011.5605,1.5503,0.5015,0.7407,0.1438
26.0000,36.0000,25.0000,1010.3629,1.8051,0.4263,0.7558,0.0994
26.0000,37.0000,25.0000,932.3679,1.8811,0.4136,0.8599,0.0963
26.0000,38.0000,25.0000,879.5653,1.9520,0.3015,0.8284,0.1043
26.0000,39.0000,25.0000,919.6790,1.9429,0.3735,0.5791,0.1418
27.0000,1.0000,10.0000,1037.1975,0.7110,0.0753,0.6012,0.0551
27.0000,2.0000,10.0000,1052.3092,0.7350,0.0988,0.5741,0.0969
27.0000,3.0000,10.0000,1054.4130,0.7823,0.0874,0.8007,0.1435
27.0000,4.0000,10.0000,1054.4925,0.4535,0.0586,0.4630,0.1325
27.0000,5.0000,10.0000,1050.7405,0.4005,0.0800,0.4408,0.1654
27.0000,6.0000,10.0000,1059.1968,0.4264,0.0580,0.4016,0.1028
27.0000,7.0000,10.0000,1059.8597,0.3721,0.0659,0.4721,0.1662
27.0000,8.0000,10.0000,1060.9309,0.3893,0.0632,0.5236,0.1240
27.0000,9.0000,10.0000,1053.3847,0.4209,0.1133,0.5039,0.1534
27.0000,10.0000,10.0000,1060.6294,0.4004,0.0960,0.6483,0.2220
27.0000,11.0000,10.0000,1060.9309,0.4402,0.0733,0.4340,0.1194
27.0000,12.0000,10.0000,1062.6281,0.4417,0.1287,0.6025,0.1446
27.0000,13.0000,10.0000,1062.3679,0.4291,0.0763,0.5646,0.1441
27.0000,14.0000,10.0000,1061.6808,0.3981,0.0850,0.5344,0.1507
27.0000,15.0000,10.0000,1059.5609,0.3702,0.0833,0.5190,0.1446
27.0000,16.0000,10.0000,1055.9285,0.4569,0.0754,0.7802,0.2661
27.0000,17.0000,10.0000,1062.9496,0.4164,0.0667,0.6133,0.1079
27.0000,18.0000,10.0000,1062.8433,0.4021,0.1129,0.6648,0.1992
27.0000,19.0000,10.0000,1058.0354,0.4576,0.0729,0.6006,0.1323
27.0000,20.0000,10.0000,1058.2471,0.5510,0.0968,0.6011,0.1321
27.0000,21.0000,10.0000,1057.4074,0.4899,0.1098,0.5074,0.1245
27.0000,22.0000,10.0000,1060.0525,0.4054,0.0810,0.6076,0.2326
27.0000,23.0000,10.0000,1061.1454,0.4430,0.0541,0.5832,0.1536
27.0000,24.0000,10.0000,1054.7275,0.4352,0.0963,0.5417,0.1246
27.0000,25.0000,10.0000,1054.1732,0.4742,0.0819,0.5898,0.1577
27.0000,26.0000,10.0000,1050.3815,0.5604,0.0882,0.5302,0.1086
27.0000,27.0000,10.0000,1055.3276,0.4546,0.0705,0.5523,0.1490
27.0000,28.0000,10.0000,1059.0709,0.4406,0.0776,0.5816,0.1846
27.0000,29.0000,10.0000,1061.8744,0.4627,0.0185,0.5106,0.1799
27.0000,30.0000,10.0000,1061.9169,0.3901,0.1337,0.5877,0.1573
27.0000,31.0000,10.0000,1052.9552,0.3943,0.0706,0.5978,0.1275
27.0000,32.0000,10.0000,1059.0035,0.4857,0.1320,0.5046,0.1714
27.0000,33.0000,10.0000,1055.3699,0.4651,0.1150,0.5208,0.1587
27.0000,34.0000,10.0000,1058.6183,0.4484,0.0399,0.5963,0.1254
27.0000,35.0000,10.0000,1056.7837,0.5381,0.1211,0.6234,0.1413
27.0000,36.0000,10.0000,1057.9471,0.5513,0.0564,0.5496,0.1255
27.0000,37.0000,10.0000,1058.3392,0.4800,0.0833,0.5586,0.1539
27.0000,38.0000,10.0000,1061.2515,0.4476,0.1201,0.5119,0.1533
27.0000,39.0000,10.0000,1051.5696,0.4714,0.0749,0.5878,0.2550
27.0000,40.0000,10.0000,1052.6578,0.4653,0.1013,0.5916,0.1116
28.0000,1.0000,25.0000,967.1624,1.9107,0.3779,0.9010,0.0772
28.0000,2.0000,25.0000,914.1973,1.8349,0.4633,0.8438,0.1071
28.0000,3.0000,25.0000,932.3058,1.8381,0.3245,0.7927,0.0756
28.0000,4.0000,25.0000,993.9257,1.7892,0.2947,0.6964,0.0898
28.0000,5.0000,25.0000,988.8252,1.7104,0.2892,0.7052,0.0722
28.0000,6.0000,25.0000,1012.2975,1.6652,0.3767,0.7798,0.1647
28.0000,7.0000,25.0000,992.0988,1.8086,0.3460,0.7774,0.1374
28.0000,8.0000,25.0000,954.7534,1.8682,0.3405,0.9354,0.1754
28.0000,9.0000,25.0000,967.1619,1.8202,0.3892,1.0209,0.1112
28.0000,10.0000,25.0000,963.1174,1.9772,0.3574,0.8195,0.1290
28.0000,11.0000,25.0000,945.0151,1.7251,0.4392,0.8386,0.1757
28.0000,12.0000,25.0000,1010.1743,1.8633,0.3221,0.7761,0.0987
28.0000,13.0000,25.0000,996.3498,1.6050,0.3566,0.7320,0.1562
28.0000,14.0000,25.0000,992.9390,1.6183,0.4189,0.7345,0.1443
28.0000,15.0000,25.0000,1049.3132,1.5617,0.3110,0.6437,0.1121
28.0000,16.0000,25.0000,966.9069,1.6284,0.3367,0.8703,0.1380
28.0000,17.0000,25.0000,917.0387,1.8786,0.3434,0.7551,0.0990
28.0000,18.0000,25.0000,950.6276,1.8225,0.4186,0.8142,0.0961
28.0000,19.0000,25.0000,959.3002,1.6411,0.4076,0.9933,0.2072
28.0000,20.0000,25.0000,993.6663,1.5874,0.2863,0.8146,0.1255
28.0000,21.0000,25.0000,1009.2146,1.7319,0.2366,0.8020,0.1369
28.0000,22.0000,25.0000,1008.1339,1.8239,0.2998,0.9513,0.1173
28.0000,23.0000,25.0000,942.4855,1.9335,0.3501,0.9413,0.1273
28.0000,24.0000,25.0000,891.6292,2.0748,0.3106,1.2447,0.1663
28.0000,25.0000,25.0000,967.9914,1.6588,0.3602,0.9483,0.1149
28.0000,26.0000,25.0000,1026.9213,1.7344,0.2555,0.7855,0.0917
28.0000,27.0000,25.0000,984.2788,1.7092,0.3112,0.8481,0.1188
28.0000,28.0000,25.0000,1010.1801,1.7135,0.2185,0.8736,0.1657
28.0000,29.0000,25.0000,977.6953,1.6630,0.3475,0.9107,0.1818
28.0000,30.0000,25.0000,984.6208,1.7032,0.2728,0.8411,0.1036
28.0000,31.0000,25.0000,980.9081,1.7200,0.3261,0.8192,0.0989
28.0000,32.0000,25.0000,1006.7889,1.6187,0.3472,0.9547,0.1666
