FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,MaxLyapStimShort,MaxLyapStimLong,MaxLyapUserShort,MaxLyapUserLong
trial_log-200127-123927_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-123927,10,0,Training_,0,0.595,0.832,0.136,1.398,0.217843859389499,0.054592628866018,0.449233158470059,0.0484126504327121
trial_log-200127-124033_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124033,10,0,Training_,0,0.728,0.897,0.139,1.232,0.220130173440584,0.0454402659459768,0.494432621561123,0.0897869930074917
trial_log-200127-124139_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124139,10,0,Training_,0,0.732,0.852,-0.023,1.163,0.206642373824523,0.0321790345580252,0.455551804769932,0.101490476478818
trial_log-200127-124244_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124244,10,0,Training_,0,0.7,0.916,-0.023,1.309,0.160890532962547,0.0214704494304019,0.316801477261514,0.05603313464656
trial_log-200127-124359_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124359,10,0,Training_,0,0.795,0.861,0.122,1.083,0.155171252131483,0.0369112091760937,0.345616294334626,0.0586615499861025
trial_log-200127-124505_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-124505,10,0,Training_,0,0.747,0.885,0.078,1.185,0.199545655452832,0.0236112242935084,0.377061456684605,0.0806989258514943
trial_log-200127-125342_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125342,10,0,Training_,0,1.145,0.898,0.062,0.785,0.198463708705801,0.0447752932170839,0.433051018972216,0.109120458778528
trial_log-200127-125450_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125450,10,0,Training_,0,1.203,0.902,-0.037,0.749,0.15224758597808,0.0204250608076646,0.428479926182999,0.106290314700963
trial_log-200127-125555_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125555,10,0,Training_,0,1.012,0.913,0.013,0.902,0.209141742366479,0.0396882332967117,0.429021042781709,0.12256676924862
trial_log-200127-125701_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125701,10,0,Training_,0,1.2,0.886,0.066,0.738,0.183535631599809,0.0296849255758861,0.333075937242283,0.0573382640221905
trial_log-200127-125806_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125806,10,0,Training_,0,0.864,0.886,0.047,1.025,0.211419854909746,0.0402752670508426,0.381993108225122,0.0638961168450034
trial_log-200127-125913_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-125913,10,0,Training_,0,1.004,0.875,-0.083,0.871,0.146830525853122,0.0258780412785784,0.398738877038173,0.0773560462027167
trial_log-200127-130020_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-130020,10,0,Training_,0,0.734,0.9,0.128,1.226,0.229504896807546,0.0465895581038088,0.357585918139489,0.0835479455494081
trial_log-200127-130128_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-130128,10,0,Training_,0,0.885,0.867,0.061,0.98,0.179741489793669,0.0386717166106386,0.390841649803509,0.109131801020764
trial_log-200127-130233_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-130233,10,0,Training_,0,0.702,0.886,-0.052,1.263,0.19346236894957,0.0388573554664757,0.471730068699036,0.120669870882713
trial_log-200127-130339_task010_aud1_vis0_eps000_pp11_d1_,11,1,200127-130339,10,0,Training_,0,0.54,0.863,0.474,1.598,0.152448733849379,0.0278258600269741,0.412686472300581,0.0682828945085378
trial_log-200128-143825_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-143825,10,0,Training_,0,0.918,0.946,0.128,1.031,0.227364420420736,0.0818579630634085,0.35303935600368,0.120965857736956
trial_log-200128-143943_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-143943,10,0,Training_,0,0.609,0.924,-0.074,1.517,0.23383469553527,0.0430066785937452,0.478484193950196,0.130055803508012
trial_log-200128-144058_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144058,10,0,Training_,0,0.771,0.919,-0.012,1.193,0.25247603937194,0.0239997291869055,0.520583942351697,0.103490942457953
trial_log-200128-144206_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144206,10,0,Training_,0,0.478,0.873,-0.077,1.828,0.220117760142592,0.041911983716524,0.533405132379944,0.149705927727028
trial_log-200128-144313_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144313,10,0,Training_,0,0.579,0.924,0.04,1.596,0.209172141283058,0.0483354911179922,0.491464879393742,0.129369285579794
trial_log-200128-144421_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144421,10,0,Training_,0,0.65,0.937,-0.03,1.441,0.214618725266165,0.0170796254931952,0.519308610255015,0.154262102174485
trial_log-200128-144528_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144528,10,0,Training_,0,0.766,0.939,-0.096,1.227,0.217223799202786,0.0345204790592122,0.453286044041613,0.0973486211733904
trial_log-200128-144640_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144640,10,0,Training_,0,0.627,0.93,-0.103,1.484,0.21407277097671,0.033936272425235,0.464475573092894,0.0915629201535719
trial_log-200128-144748_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144748,10,0,Training_,0,0.897,0.938,0.051,1.046,0.181566482386523,0.035026936016961,0.479953002917418,0.136135165471383
trial_log-200128-144856_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-144856,10,0,Training_,0,0.73,0.913,0.073,1.251,0.200385244336842,0.0350348434733715,0.473926074150202,0.106226324832841
trial_log-200128-145412_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145412,10,0,Training_,0,1.307,0.948,0,0.725,0.182399259191007,0.034045484045748,0.464409114020929,0.12267090329023
trial_log-200128-145527_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145527,10,0,Training_,0,0.88,0.945,-0.107,1.074,0.178797774257141,0.0334709516226909,0.577810302375238,0.138596709854495
trial_log-200128-145635_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145635,10,0,Training_,0,0.747,0.914,-0.06,1.225,0.170256001244951,0.0309943225986762,0.60423924134239,0.224418646757346
trial_log-200128-145743_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145743,10,0,Training_,0,1.432,0.961,0.043,0.671,0.194040245184685,0.0497038040344083,0.567144174080869,0.0835431823955685
trial_log-200128-145851_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145851,10,0,Training_,0,0.931,0.922,-0.043,0.99,0.18594382192153,0.037135764678791,0.523328518743504,0.0856394152196444
trial_log-200128-145959_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-145959,10,0,Training_,0,0.461,0.89,0.079,1.929,0.203654422039527,0.0178727035171273,0.534495639509678,0.117874779657786
trial_log-200128-150113_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-150113,10,0,Training_,0,1.088,0.953,-0.076,0.876,0.160529848271532,0.0381486587293016,0.561348154104785,0.0808464259081511
trial_log-200128-150220_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-150220,10,0,Training_,0,1.357,0.938,0.044,0.692,0.193645370397989,0.0237449090536044,0.461546509555855,0.0802565672574435
trial_log-200128-150328_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-150328,10,0,Training_,0,0.703,0.886,0.124,1.26,0.188169499945589,0.0290798377462805,0.557176884938149,0.091605142071273
trial_log-200128-150435_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-150435,10,0,Training_,0,1.222,0.937,-0.025,0.767,0.229114427625805,0.0239852203465166,0.481558161473279,0.118653431127129
trial_log-200128-151524_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151524,10,0,Training_,0,1.132,0.956,0.034,0.845,0.198067105176809,0.0422118429341443,0.507164336135125,0.0894941666642819
trial_log-200128-151635_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151635,10,0,Training_,0,1.132,0.945,0.047,0.835,0.202836948434841,0.053775642521954,0.631327178418184,0.118216482594198
trial_log-200128-151740_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151740,10,0,Training_,0,0.583,0.895,-0.318,1.536,0.196621009938056,0.0211924791070539,0.529806261553845,0.0824011789167904
trial_log-200128-151849_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151849,10,0,Training_,0,1.016,0.93,0.025,0.915,0.209884274461368,0.0477217522423118,0.497573761027788,0.118802486133966
trial_log-200128-151955_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-151955,10,0,Training_,0,1.079,0.931,-0.063,0.863,0.188038811125136,0.027653050081375,0.522035549256696,0.0823813071464119
trial_log-200128-152104_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152104,10,0,Training_,0,1.501,0.944,-0.029,0.629,0.159855422745086,0.0393061835555704,0.656366919092595,0.0761272761973957
trial_log-200128-152211_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152211,10,0,Training_,0,1.293,0.959,-0.096,0.742,0.177812499838894,0.0330173436540699,0.526887079217399,0.119072938308019
trial_log-200128-152320_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152320,10,0,Training_,0,0.944,0.861,-0.155,0.912,0.180222452436739,0.0310900233261875,0.606898122402278,0.100893921984291
trial_log-200128-152427_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152427,10,0,Training_,0,0.872,0.904,-0.125,1.037,0.187219327460008,0.0239807520825394,0.61898245789701,0.0821298140514798
trial_log-200128-152541_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152541,10,0,Training_,0,1.006,0.944,-0.023,0.939,0.182723246032057,0.0219079155592993,0.567755184149325,0.110710485793743
trial_log-200128-152848_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152848,10,0,Training_,0,1.043,0.93,0.29,0.892,0.129657089901335,0.0404613696833747,0.603474910223813,0.116179554793594
trial_log-200128-152954_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-152954,10,0,Training_,0,0.587,0.879,0.016,1.498,0.211719022477228,0.0203046509390391,0.516180052201903,0.10051891696985
trial_log-200128-153101_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153101,10,0,Training_,0,1.249,0.949,-0.141,0.76,0.172812521023496,0.0541743710876496,0.477370496973867,0.137870749473256
trial_log-200128-153208_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153208,10,0,Training_,0,0.734,0.943,0.072,1.284,0.1989033814276,0.0297884632962838,0.588921508067384,0.101891518693866
trial_log-200128-153316_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153316,10,0,Training_,0,0.963,0.946,0.019,0.982,0.174759410474519,0.0321095666788563,0.601077195747851,0.1494573317037
trial_log-200128-153423_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153423,10,0,Training_,0,0.707,0.899,-0.047,1.272,0.189480008331396,0.0393614938230658,0.594245912099163,0.0934764223568199
trial_log-200128-153531_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153531,10,0,Training_,0,0.725,0.944,-0.095,1.302,0.185887260628976,0.0475051225379974,0.569982122607567,0.0863360474827994
trial_log-200128-153638_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153638,10,0,Training_,0,0.863,0.934,-0.135,1.082,0.195804343258442,0.0287849140618872,0.614991475948801,0.0772777001457999
trial_log-200128-153745_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153745,10,0,Training_,0,1.154,0.933,0.041,0.809,0.170552381153958,0.0246020457343401,0.516324110631789,0.106071371070898
trial_log-200128-153851_task010_aud1_vis0_eps000_pp13_d1_,13,1,200128-153851,10,0,Training_,0,1.223,0.933,-0.011,0.763,0.202337729240862,0.0236275502455496,0.50094271118158,0.144711703299514
trial_log-200129-113904_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-113904,10,0,Training_,0,0.615,0.858,-0.427,1.394,0.198615956929284,0.0405959761216565,0.430621901398913,0.107125340113822
trial_log-200129-114017_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114017,10,0,Training_,0,0.84,0.792,0.145,0.943,0.185349021973813,0.0310781177351941,0.365075804752735,0.119394165862569
trial_log-200129-114127_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114127,10,0,Training_,0,0.611,0.676,-0.282,1.107,0.219820573837016,0.0267683010230023,0.483186928371239,0.0978917575721085
trial_log-200129-114236_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114236,10,0,Training_,0,1.083,0.92,0.007,0.849,0.228513193574061,0.0400837723228436,0.374493554212987,0.155927472462011
trial_log-200129-114343_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114343,10,0,Training_,0,1.223,0.947,-0.286,0.774,0.203091347172479,0.0484942907500589,0.350539055863445,0.140239843875527
trial_log-200129-114453_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114453,10,0,Training_,0,0.928,0.86,0.155,0.927,0.189877718252042,0.0324732269410574,0.402565127871796,0.0718950166641931
trial_log-200129-114600_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114600,10,0,Training_,0,0.864,0.876,-0.136,1.014,0.189614297657967,0.0519911372429265,0.406624364037759,0.099220990123038
trial_log-200129-114710_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114710,10,0,Training_,0,0.961,0.854,-0.043,0.889,0.185900731512335,0.0469514981812397,0.428390612951605,0.141363351131571
trial_log-200129-114823_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114823,10,0,Training_,0,1.209,0.913,0.116,0.755,0.182783071152537,0.0479486459066995,0.378505124475613,0.102453967530149
trial_log-200129-114933_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-114933,10,0,Training_,0,0.936,0.875,-0.154,0.936,0.271589011218262,0.032273809373872,0.352727814728135,0.0900703442762888
trial_log-200129-115610_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-115610,10,0,Training_,0,0.933,0.868,0.08,0.929,0.230574699479064,0.024112099603296,0.382579238649914,0.0972227201636458
trial_log-200129-115720_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-115720,10,0,Training_,0,0.779,0.843,-0.197,1.082,0.204303109415293,0.0326544456016277,0.416428779706851,0.0817929321949822
trial_log-200129-115833_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-115833,10,0,Training_,0,0.667,0.81,0.244,1.213,0.183941146366622,0.0121505908115193,0.527652873779328,0.160795426892036
trial_log-200129-115944_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-115944,10,0,Training_,0,0.685,0.791,0.073,1.155,0.205516862762633,0.0390781895392884,0.541780538755931,0.0695678893516607
trial_log-200129-120052_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120052,10,0,Training_,0,0.917,0.951,-0.235,1.036,0.202902517453354,0.0196413779886494,0.408270945398908,0.107006510358154
trial_log-200129-120201_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120201,10,0,Training_,0,0.729,0.938,-0.281,1.287,0.188514466467823,0.0579337122713138,0.477863377303044,0.192442535074982
trial_log-200129-120312_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120312,10,0,Training_,0,0.817,0.918,-0.419,1.124,0.213286884284515,0.0441673898735733,0.486348727644252,0.130667193402163
trial_log-200129-120420_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120420,10,0,Training_,0,1.074,0.934,-0.006,0.87,0.19348546817318,0.0392650530215589,0.438171379032631,0.109470354285992
trial_log-200129-120530_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120530,10,0,Training_,0,1.135,0.902,-0.043,0.794,0.173800741765501,0.033970300145962,0.471152976780822,0.112809344647385
trial_log-200129-120640_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-120640,10,0,Training_,0,1.205,0.892,0.029,0.74,0.183129240200656,0.0496917019391928,0.429826603268758,0.146140242733511
trial_log-200129-121241_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121241,10,0,Training_,0,0.992,0.903,-0.038,0.911,0.190273309064607,0.0132492968407577,0.442881160195131,0.11991476663459
trial_log-200129-121349_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121349,10,0,Training_,0,1.556,0.956,0.023,0.615,0.195733909485566,0.047731783311167,0.513233169173027,0.14005021274468
trial_log-200129-121516_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121516,10,0,Training_,0,1.409,0.93,0.048,0.66,0.213347794943232,0.0274411962575685,0.437339517998213,0.0810732157855264
trial_log-200129-121624_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121624,10,0,Training_,0,1.116,0.943,-0.009,0.846,0.193793782348462,0.0255916923277543,0.400887420283503,0.0698322690001612
trial_log-200129-121736_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121736,10,0,Training_,0,0.8,0.816,-0.124,1.02,0.209463342859068,0.0170366055492099,0.583241063384239,0.127035375346451
trial_log-200129-121846_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121846,10,0,Training_,0,0.953,0.904,-0.018,0.949,0.173524425041816,0.0239406002361451,0.48159166297622,0.135357634306873
trial_log-200129-121957_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-121957,10,0,Training_,0,0.848,0.786,0.061,0.926,0.183116490693996,0.0456217406625072,0.496135190164631,0.0371402662892037
trial_log-200129-122106_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-122106,10,0,Training_,0,1.111,0.925,-0.01,0.832,0.194621586094862,0.0346344789759819,0.362400616249641,0.148719348550386
trial_log-200129-122214_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-122214,10,0,Training_,0,0.842,0.845,0.324,1.003,0.20928814730343,0.032781917625467,0.528481857615967,0.0790925651901557
trial_log-200129-122322_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-122322,10,0,Training_,0,1.304,0.942,0.028,0.723,0.202769401472126,0.0186746244712104,0.48014976291457,0.106445451787548
trial_log-200129-123517_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123517,10,0,Training_,0,1.214,0.929,0.059,0.766,0.165571881474569,0.0317744454031803,0.430085657303897,0.129610583843837
trial_log-200129-123623_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123623,10,0,Training_,0,1.482,0.945,0.017,0.637,0.180286989912391,0.0138619686541046,0.403389610179031,0.118786727015769
trial_log-200129-123731_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123731,10,0,Training_,0,1.027,0.93,-0.067,0.906,0.193180582381216,0.038276005957215,0.458721411891285,0.173366203721118
trial_log-200129-123837_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123837,10,0,Training_,0,0.872,0.936,-0.243,1.072,0.195961793836044,0.0424305848031213,0.495036015114192,0.111120168118704
trial_log-200129-123945_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-123945,10,0,Training_,0,1.196,0.943,-0.048,0.789,0.186389930527778,0.0252143810513316,0.555318443825296,0.102781879262036
trial_log-200129-124051_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124051,10,0,Training_,0,1.233,0.922,-0.12,0.748,0.206549788548232,0.0376599174441621,0.511881030958346,0.134978517628854
trial_log-200129-124159_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124159,10,0,Training_,0,1.246,0.95,0.073,0.763,0.225086046543204,0.0308357581829547,0.470333069959404,0.164290217229857
trial_log-200129-124308_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124308,10,0,Training_,0,1.085,0.917,-0.121,0.845,0.188546099390651,0.026802469282054,0.47907195266988,0.0713331403766686
trial_log-200129-124416_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124416,10,0,Training_,0,1.16,0.922,0.102,0.795,0.215188287896386,0.017863309776794,0.513693506192581,0.0623724683857271
trial_log-200129-124524_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124524,10,0,Training_,0,1.366,0.912,0.076,0.668,0.227815752442526,0.0391241426274778,0.459942719686789,0.0936232634227436
trial_log-200203-094135_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094135,10,0,Training_,0,0.763,0.883,0.108,1.158,0.196556610150806,0.040376032484546,0.378530414983823,0.108892678181847
trial_log-200203-094301_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094301,10,0,Training_,0,1.213,0.882,0.097,0.727,0.185698018935318,0.0412602701671683,0.294757339730351,0.0760862265846512
trial_log-200203-094414_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094414,10,0,Training_,0,0.925,0.911,0.048,0.985,0.230603968218176,0.0418666926559537,0.333154986895748,0.0418374462416675
trial_log-200203-094526_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094526,10,0,Training_,0,0.933,0.851,-0.029,0.913,0.226752957673499,0.0508076455015996,0.211961156907045,0.0398423085252176
trial_log-200203-094634_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094634,10,0,Training_,0,0.873,0.858,0.001,0.983,0.15986746635302,0.0320075678319144,0.278608382364167,0.0217183048621166
trial_log-200203-094749_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094749,10,0,Training_,0,0.883,0.876,-0.007,0.992,0.224579666647875,0.0468995649376878,0.266452543725379,0.0252728660549418
trial_log-200203-094857_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094857,10,0,Training_,0,0.687,0.784,0.27,1.142,0.208166765060806,0.0172884308791454,0.334434088046921,0.0479810410604204
trial_log-200203-095011_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-095011,10,0,Training_,0,0.918,0.839,0.033,0.915,0.169322201494265,0.040617265642117,0.322369970686177,0.078846579561434
trial_log-200203-095119_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-095119,10,0,Training_,0,0.81,0.86,0.039,1.061,0.253020351308747,0.0485458892140752,0.393664480817068,0.0150881740848107
trial_log-200203-095228_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-095228,10,0,Training_,0,0.71,0.831,-0.004,1.171,0.250466596396139,0.044735710939429,0.264649272537331,0.0789479301846016
trial_log-200203-095937_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-095937,10,0,Training_,0,0.821,0.858,0.002,1.045,0.227829328378789,0.0543961766094422,0.373562672569331,0.0537666621058435
trial_log-200203-100052_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100052,10,0,Training_,0,0.868,0.843,-0.011,0.972,0.182500465667149,0.0284376591432454,0.369792985875482,0.0851671922632528
trial_log-200203-100159_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100159,10,0,Training_,0,1.357,0.907,0.005,0.668,0.142112831823215,0.0428511221966056,0.357328874142146,0.0234171805966183
trial_log-200203-100314_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100314,10,0,Training_,0,1.441,0.895,-0.016,0.621,0.183528401627514,0.0358023872801088,0.373987014914776,0.02621576725272
trial_log-200203-100426_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100426,10,0,Training_,0,1.141,0.876,0,0.768,0.125784683438669,0.01890792235397,0.409850199805946,0.0340625269438862
trial_log-200203-100625_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100625,10,0,Training_,0,0.955,0.905,0.042,0.948,0.197462935350949,0.0478199170584593,0.32470358478189,0.0365593211068559
trial_log-200203-100805_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100805,10,0,Training_,0,0.727,0.829,0.286,1.14,0.19956873049016,0.033521451187334,0.359780853671959,0.0757860122259497
trial_log-200203-100915_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100915,10,0,Training_,0,0.815,0.845,-0.178,1.037,0.219397693193571,0.0359449433397673,0.338320476543367,0.0653174198638166
trial_log-200203-101025_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-101025,10,0,Training_,0,0.838,0.87,0.016,1.039,0.194645980978408,0.0446218152404011,0.281272635114223,0.0158759476475962
trial_log-200203-101135_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-101135,10,0,Training_,0,1.131,0.906,0.041,0.801,0.210793128391384,0.0423393888552814,0.234166506903022,0.053174690572953
trial_log-200203-101753_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-101753,10,0,Training_,0,0.921,0.886,-0.092,0.963,0.25444227470318,0.0301108313917951,0.441982130329602,0.0561065265900036
trial_log-200203-101937_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-101937,10,0,Training_,0,0.871,0.884,0.04,1.015,0.243344522141049,0.0527543653277206,0.397336782539354,0.0475663692060206
trial_log-200203-102045_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102045,10,0,Training_,0,1.281,0.932,0.051,0.727,0.208698654014495,0.0266626069368439,0.332899608495654,0.0708539269941742
trial_log-200203-102206_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102206,10,0,Training_,0,1.015,0.851,-0.001,0.838,0.189990596547153,0.0210605959893029,0.349463321316147,0.0574742719569708
trial_log-200203-102515_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102515,10,0,Training_,0,1.252,0.899,0.035,0.718,0.258216251618892,0.0367106886533506,0.206766505092885,0.0548441680467696
trial_log-200203-102631_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102631,10,0,Training_,0,1.122,0.899,0.007,0.801,0.195438722432973,0.0144173072241411,0.319905457075608,0.0331692773691369
trial_log-200203-102742_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102742,10,0,Training_,0,1.128,0.914,0.013,0.81,0.19773465621169,0.0537628082688105,0.28397827254265,0.112937380411451
trial_log-200203-102852_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102852,10,0,Training_,0,1.208,0.909,0.01,0.752,0.204163769160984,0.0261698493303007,0.264263263396296,0.0523723203139843
trial_log-200203-103106_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103106,10,0,Training_,0,0.988,0.858,-0.036,0.868,0.224952791412789,0.0201060944617013,0.298478964347981,0.0307421974570076
trial_log-200203-103213_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103213,10,0,Training_,0,1.255,0.929,0.059,0.741,0.210317957040765,0.0260010189632219,0.236853952374223,0.0388985692576383
trial_log-200203-103320_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103320,10,0,Training_,0,1.063,0.908,-0.194,0.854,0.237509701090023,0.0702889499867859,0.272855164361116,0.081312067420216
trial_log-200203-103428_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103428,10,0,Training_,0,1.243,0.91,0.011,0.732,0.204097220880917,0.0616763537989152,0.284817773532959,0.0657500321098594
trial_log-200203-103537_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103537,10,0,Training_,0,0.989,0.907,0.044,0.917,0.196745000302497,0.0395675748745733,0.28834470071512,0.0161074794438236
trial_log-200203-103644_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103644,10,0,Training_,0,0.943,0.905,-0.061,0.959,0.215743396363641,0.0551907733463121,0.370877641089437,0.0807545696463106
trial_log-200203-103754_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103754,10,0,Training_,0,0.957,0.874,0.046,0.912,0.197992136101652,0.034308838820384,0.427932692392952,0.0678167382535355
trial_log-200203-103904_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103904,10,0,Training_,0,0.898,0.906,0.037,1.009,0.18594842669648,0.0515314774743028,0.379807681705021,0.0240457881100299
trial_log-200203-104013_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-104013,10,0,Training_,0,0.96,0.889,0.003,0.926,0.224732871307779,0.0511569711630954,0.435819085598496,0.0326181890900915
