FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,MaxLyapStimShort,MaxLyapStimLong,MaxLyapUserShort,MaxLyapUserLong
trial_log-200205-093620_task011_aud1_vis0_eps000_pp4_d2_test_SCT,4,2,200205-093620,11,2,Retention,0,0.57,0.945,-0.132,1.656,0.214752392110492,0.0260036783418693,0.281425075809868,0.0940981032195684
trial_log-200129-133108_task011_aud1_vis0_eps000_pp5_d1_test_SCT,5,1,200129-133108,11,-1,PreTest__,0,0.383,0.778,0.12,2.032,0.221778020844034,0.0407737342543934,0.456816139251422,0.116184312847037
trial_log-200129-133212_task011_aud1_vis0_eps000_pp5_d1_test_SCT,5,1,200129-133212,11,-1,PreTest__,0,0.407,0.906,-0.018,2.224,0.162999883581118,0.043598173702626,0.34724836097675,0.106700370805767
trial_log-200129-133315_task011_aud1_vis0_eps000_pp5_d1_test_SCT,5,1,200129-133315,11,-1,PreTest__,0,0.267,0.526,-0.205,1.974,0.172590391067277,0.0325988630651056,0.371872616092179,0.144598814547268
trial_log-200129-133419_task011_aud1_vis0_eps000_pp5_d1_test_SCT,5,1,200129-133419,11,-1,PreTest__,0,0.352,0.9,-0.015,2.554,0.190226344585386,0.0280669584103533,0.272170809903449,0.0866643425203099
trial_log-200129-133523_task011_aud1_vis0_eps000_pp5_d1_test_SCT,5,1,200129-133523,11,-1,PreTest__,0,0.451,0.883,-0.135,1.96,0.205234889568902,0.028172531980679,0.420751519638352,0.150058594822002
trial_log-200129-145621_task011_aud1_vis0_eps000_pp5_d1_test_SCT,5,1,200129-145621,11,1,PostTest_,0,0.634,0.899,0.202,1.419,0.157498176926545,0.0401233426981836,0.395995994250603,0.138197550325475
trial_log-200129-145725_task011_aud1_vis0_eps000_pp5_d1_test_SCT,5,1,200129-145725,11,1,PostTest_,0,0.523,0.784,0.475,1.5,0.180487842010942,0.0384273754111785,0.371285195344357,0.125780691416289
trial_log-200129-145829_task011_aud1_vis0_eps000_pp5_d1_test_SCT,5,1,200129-145829,11,1,PostTest_,0,0.396,0.91,-0.038,2.298,0.202746379279271,0.0481768667985753,0.246173040047241,0.0985255400619082
trial_log-200130-132045_task011_aud1_vis0_eps000_pp5_d2_test_SCT,5,2,200130-132045,11,2,Retention,0,0.542,0.778,-0.14,1.434,0.165090157161571,0.0454215525866083,0.571969467739451,0.194340827355524
trial_log-200130-132148_task011_aud1_vis0_eps000_pp5_d2_test_SCT,5,2,200130-132148,11,2,Retention,0,0.355,0.597,0.232,1.681,0.160253516018827,0.0305682246177809,0.475282540396161,0.157419263787263
trial_log-200130-132252_task011_aud1_vis0_eps000_pp5_d2_test_SCT,5,2,200130-132252,11,2,Retention,0,0.326,0.619,-0.263,1.899,0.206400252961111,0.0379022540356533,0.443835476716303,0.140929561735643
trial_log-200130-132357_task011_aud1_vis0_eps000_pp5_d2_test_SCT,5,2,200130-132357,11,2,Retention,0,0.488,0.904,0.183,1.851,0.204289152101964,0.0244200616164375,0.489144962449726,0.107403829735402
trial_log-200130-132502_task011_aud1_vis0_eps000_pp5_d2_test_SCT,5,2,200130-132502,11,2,Retention,0,0.434,0.784,0.109,1.807,0.19741580694859,0.0104721281088851,0.510613149716515,0.180342616644305
trial_log-200122-095020_task011_aud1_vis0_eps000_pp6_d1_test_SCT,6,1,200122-095020,11,-1,PreTest__,0,0.399,0.87,0.072,2.181,0.227644914245951,0.054957662101916,0.378065413841779,0.140997377071713
trial_log-200122-095124_task011_aud1_vis0_eps000_pp6_d1_test_SCT,6,1,200122-095124,11,-1,PreTest__,0,0.446,0.885,0.172,1.984,0.206264883455226,0.0314228356868175,0.453099424632408,0.164405037643302
trial_log-200122-095229_task011_aud1_vis0_eps000_pp6_d1_test_SCT,6,1,200122-095229,11,-1,PreTest__,0,0.332,0.774,0.076,2.331,0.225858093288185,0.0687652720877577,0.511108203664604,0.135968433775009
trial_log-200122-095333_task011_aud1_vis0_eps000_pp6_d1_test_SCT,6,1,200122-095333,11,-1,PreTest__,0,0.334,0.906,-0.024,2.712,0.245300308727159,0.0445184625921777,0.463712399537702,0.177679111826621
trial_log-200122-095437_task011_aud1_vis0_eps000_pp6_d1_test_SCT,6,1,200122-095437,11,-1,PreTest__,0,0.518,0.902,0.008,1.742,0.232916754046961,0.0353494680522973,0.386550129850936,0.124035590357357
trial_log-200122-111815_task011_aud1_vis0_eps000_pp6_d1_test_SCT,6,1,200122-111815,11,1,PostTest_,0,0.48,0.814,0.076,1.694,0.259349821829805,0.0589165915156758,0.515339996852171,0.074109670037376
trial_log-200122-111921_task011_aud1_vis0_eps000_pp6_d1_test_SCT,6,1,200122-111921,11,1,PostTest_,0,0.949,0.836,0.031,0.881,0.206286552428915,0.0234257153515933,0.464300412356553,0.0683916270421999
trial_log-200122-112025_task011_aud1_vis0_eps000_pp6_d1_test_SCT,6,1,200122-112025,11,1,PostTest_,0,0.405,0.729,-0.04,1.797,0.18874582962659,0.0222099414337149,0.479689469483751,0.109650629365243
trial_log-200123-115544_task011_aud1_vis0_eps000_pp6_d2_test_SCT,6,2,200123-115544,11,2,Retention,0,0.298,0.884,0.183,2.962,0.17450563261283,0.0467504185875331,0.432032824389346,0.110955825522594
trial_log-200123-115648_task011_aud1_vis0_eps000_pp6_d2_test_SCT,6,2,200123-115648,11,2,Retention,0,0.326,0.786,0.188,2.411,0.210585044328558,0.0211048896149846,0.414139651472632,0.131750318570444
trial_log-200123-115752_task011_aud1_vis0_eps000_pp6_d2_test_SCT,6,2,200123-115752,11,2,Retention,0,0.357,0.736,-0.259,2.061,0.237171361169966,0.038588461740312,0.505474396064796,0.1607666696774
trial_log-200123-115859_task011_aud1_vis0_eps000_pp6_d2_test_SCT,6,2,200123-115859,11,2,Retention,0,0.383,0.809,-0.125,2.112,0.237488110092856,0.0304711693895659,0.431799573784602,0.113483925771116
trial_log-200123-120004_task011_aud1_vis0_eps000_pp6_d2_test_SCT,6,2,200123-120004,11,2,Retention,0,0.391,0.85,-0.21,2.17,0.280643229194518,0.0244051625974827,0.445006639537513,0.160874311194302
trial_log-200122-120922_task011_aud1_vis0_eps000_pp7_d1_test_SCT,7,1,200122-120922,11,-1,PreTest__,0,0.251,0.646,-0.275,2.577,0.179749170813283,0.0346539764004854,0.326184383594915,0.0740706296268544
trial_log-200122-121030_task011_aud1_vis0_eps000_pp7_d1_test_SCT,7,1,200122-121030,11,-1,PreTest__,0,0.408,0.903,-0.035,2.217,0.212607004577952,0.0345482646829567,0.298286752210047,0.131910357239997
trial_log-200122-121138_task011_aud1_vis0_eps000_pp7_d1_test_SCT,7,1,200122-121138,11,-1,PreTest__,0,0.28,0.907,-0.135,3.237,0.254331160469439,0.0518912632798172,0.34190779880874,0.137282362469127
trial_log-200122-121245_task011_aud1_vis0_eps000_pp7_d1_test_SCT,7,1,200122-121245,11,-1,PreTest__,0,0.347,0.934,0.111,2.695,0.261445576981086,0.0652263451969082,0.33954219365195,0.127428136105733
trial_log-200122-121353_task011_aud1_vis0_eps000_pp7_d1_test_SCT,7,1,200122-121353,11,-1,PreTest__,0,0.344,0.88,0.271,2.561,0.213178355428089,0.041633855780142,0.371693544210585,0.150252644338392
trial_log-200122-133942_task011_aud1_vis0_eps000_pp7_d1_test_SCT,7,1,200122-133942,11,1,PostTest_,0,0.248,0.714,0.116,2.874,0.238560748044072,0.0378894028349806,0.36178235837944,0.135973685048924
trial_log-200122-134048_task011_aud1_vis0_eps000_pp7_d1_test_SCT,7,1,200122-134048,11,1,PostTest_,0,0.241,0.783,-0.161,3.254,0.220347655873303,0.0204017631506398,0.372124051316274,0.127364607631767
trial_log-200122-134204_task011_aud1_vis0_eps000_pp7_d1_test_SCT,7,1,200122-134204,11,1,PostTest_,0,0.284,0.823,-0.083,2.901,0.189009631181848,0.0338429549049514,0.390892743669738,0.144412801901344
trial_log-200123-151732_task011_aud1_vis0_eps000_pp7_d2_test_SCT,7,2,200123-151732,11,2,Retention,0,0.295,0.891,0.026,3.017,0.226674309431693,0.0498930652351199,0.343454816225151,0.136464431777921
trial_log-200123-151840_task011_aud1_vis0_eps000_pp7_d2_test_SCT,7,2,200123-151840,11,2,Retention,0,0.223,0.783,-0.108,3.505,0.278315377423249,0.0453574557018949,0.361037212417342,0.112581182748948
trial_log-200123-151946_task011_aud1_vis0_eps000_pp7_d2_test_SCT,7,2,200123-151946,11,2,Retention,0,0.162,0.559,-0.385,3.449,0.209985869403234,0.0345952691338554,0.434009610513371,0.223989660779455
trial_log-200123-152053_task011_aud1_vis0_eps000_pp7_d2_test_SCT,7,2,200123-152053,11,2,Retention,0,0.198,0.751,-0.132,3.793,0.216681266739021,0.0491111063093526,0.337894061270072,0.139470085692847
trial_log-200123-152159_task011_aud1_vis0_eps000_pp7_d2_test_SCT,7,2,200123-152159,11,2,Retention,0,0.17,0.633,-0.177,3.722,0.200986028501594,0.0406643150881202,0.43141923595367,0.193139327191342
trial_log-200123-093032_task011_aud1_vis0_eps000_pp8_d1_test_SCT,8,1,200123-093032,11,-1,PreTest__,0,0.338,0.952,-0.192,2.818,0.176954957898983,0.0450444437407674,0.25194272651052,0.102831476424047
trial_log-200123-093136_task011_aud1_vis0_eps000_pp8_d1_test_SCT,8,1,200123-093136,11,-1,PreTest__,0,0.33,0.863,-0.207,2.613,0.210561404679031,0.0232240169973816,0.288543469918409,0.170905226204244
trial_log-200123-093239_task011_aud1_vis0_eps000_pp8_d1_test_SCT,8,1,200123-093239,11,-1,PreTest__,0,0.427,0.943,-0.407,2.211,0.203021932877823,0.0483447217304304,0.320155559634765,0.12309289224825
trial_log-200123-093400_task011_aud1_vis0_eps000_pp8_d1_test_SCT,8,1,200123-093400,11,-1,PreTest__,0,0.54,0.855,-0.225,1.582,0.231823340107882,0.0459768357031433,0.474133774988685,0.142732647841648
trial_log-200123-093504_task011_aud1_vis0_eps000_pp8_d1_test_SCT,8,1,200123-093504,11,-1,PreTest__,0,0.427,0.803,-0.108,1.881,0.246451304250223,0.0473219514549824,0.484758512707998,0.198125836955314
trial_log-200123-104400_task011_aud1_vis0_eps000_pp8_d1_test_SCT,8,1,200123-104400,11,1,PostTest_,0,0.362,0.845,0.061,2.337,0.199581156433207,0.0238604592636666,0.45855915257469,0.182988394453964
trial_log-200123-104504_task011_aud1_vis0_eps000_pp8_d1_test_SCT,8,1,200123-104504,11,1,PostTest_,0,0.588,0.895,-0.012,1.521,0.146596607824187,0.0281931741749451,0.364246482618047,0.106866768365558
trial_log-200123-104608_task011_aud1_vis0_eps000_pp8_d1_test_SCT,8,1,200123-104608,11,1,PostTest_,0,0.453,0.886,-0.194,1.955,0.181843037207675,0.0605756191139856,0.321440528724657,0.101503353361956
trial_log-200124-103210_task011_aud1_vis0_eps000_pp8_d2_test_SCT,8,2,200124-103210,11,2,Retention,0,0.408,0.931,-0.345,2.283,0.232199182589944,0.0174615413220185,0.440177704802267,0.126354553306163
trial_log-200124-103316_task011_aud1_vis0_eps000_pp8_d2_test_SCT,8,2,200124-103316,11,2,Retention,0,0.286,0.925,0.302,3.23,0.279607949534229,0.0418261024613512,0.28716113579589,0.172493188327566
trial_log-200124-103422_task011_aud1_vis0_eps000_pp8_d2_test_SCT,8,2,200124-103422,11,2,Retention,0,0.34,0.851,-0.101,2.501,0.217970554826712,0.0332451263566584,0.246863925027824,0.121098203112078
trial_log-200124-103532_task011_aud1_vis0_eps000_pp8_d2_test_SCT,8,2,200124-103532,11,2,Retention,0,0.367,0.925,0.201,2.52,0.281097886236146,0.055473769293798,0.253670075149819,0.117107077657261
trial_log-200124-103638_task011_aud1_vis0_eps000_pp8_d2_test_SCT,8,2,200124-103638,11,2,Retention,0,0.285,0.825,-0.288,2.889,0.24388964442209,0.0568322947540108,0.30933911496845,0.16213114604279
trial_log-200217-091046_task011_aud1_vis0_eps000_pp9_d1_test_SCT,9,1,200217-091046,11,-1,PreTest__,0,0.42,0.832,0.164,1.984,0.15238939137449,0.0399002513947238,0.487344232087628,0.158634689801866
trial_log-200217-091150_task011_aud1_vis0_eps000_pp9_d1_test_SCT,9,1,200217-091150,11,-1,PreTest__,0,0.553,0.809,-0.095,1.462,0.158575905157263,0.0289350883050558,0.431959042388523,0.161814839888857
trial_log-200217-091253_task011_aud1_vis0_eps000_pp9_d1_test_SCT,9,1,200217-091253,11,-1,PreTest__,0,0.32,0.706,-0.018,2.208,0.153845123777921,0.0174994679631062,0.553991993949063,0.106549900351709
trial_log-200217-091357_task011_aud1_vis0_eps000_pp9_d1_test_SCT,9,1,200217-091357,11,-1,PreTest__,0,0.203,0.544,-0.049,2.681,0.174572335511484,0.0215066075681597,0.495729817183749,0.157304423585902
trial_log-200217-091500_task011_aud1_vis0_eps000_pp9_d1_test_SCT,9,1,200217-091500,11,-1,PreTest__,0,0.265,0.885,-0.246,3.344,0.190924963430863,0.0384225398738593,0.46360738113197,0.139817822727376
trial_log-200217-103101_task011_aud1_vis0_eps000_pp9_d1_test_SCT,9,1,200217-103101,11,1,PostTest_,0,0.433,0.881,0.082,2.034,0.169015662013866,-0.00242800195316029,0.377990711452295,0.133794667966646
trial_log-200217-103205_task011_aud1_vis0_eps000_pp9_d1_test_SCT,9,1,200217-103205,11,1,PostTest_,0,0.261,0.617,0.27,2.36,0.198544581597157,0.0232479231889497,0.468397354186884,0.142937672576899
trial_log-200217-103327_task011_aud1_vis0_eps000_pp9_d1_test_SCT,9,1,200217-103327,11,1,PostTest_,0,0.229,0.61,-0.153,2.66,0.268289795924138,0.0191087745995949,0.415994434785229,0.159596126920493
trial_log-200218-111058_task011_aud1_vis0_eps000_pp9_d2_test_SCT,9,2,200218-111058,11,2,Retention,0,0.415,0.858,0.082,2.067,0.169730071957034,0.0362543442702991,0.444148840040672,0.129537830150714
trial_log-200218-111201_task011_aud1_vis0_eps000_pp9_d2_test_SCT,9,2,200218-111201,11,2,Retention,0,0.728,0.924,-0.062,1.269,0.195666079585109,0.0323655745172575,0.328031208817612,0.0551516156822663
trial_log-200218-111304_task011_aud1_vis0_eps000_pp9_d2_test_SCT,9,2,200218-111304,11,2,Retention,0,0.345,0.918,-0.088,2.664,0.194702835709102,0.0588568439421621,0.413927963263251,0.146296762292577
trial_log-200218-111408_task011_aud1_vis0_eps000_pp9_d2_test_SCT,9,2,200218-111408,11,2,Retention,0,0.271,0.863,0.209,3.187,0.21447113607648,0.0347013255700379,0.468098998303361,0.180847137722326
trial_log-200218-111512_task011_aud1_vis0_eps000_pp9_d2_test_SCT,9,2,200218-111512,11,2,Retention,0,0.29,0.905,0.149,3.126,0.246697896985582,0.0577871532700836,0.393550723082512,0.0976189427369734
trial_log-200127-093900_task011_aud1_vis0_eps000_pp10_d1_test_SCT,10,1,200127-093900,11,-1,PreTest__,0,0.889,0.963,0.092,1.084,0.184723273190181,0.0309933273888118,0.29656490620786,0.0973866683175062
trial_log-200127-094009_task011_aud1_vis0_eps000_pp10_d1_test_SCT,10,1,200127-094009,11,-1,PreTest__,0,0.671,0.946,-0.018,1.409,0.181466740503257,0.0461764295779013,0.311922069755103,0.0745165470321105
trial_log-200127-094116_task011_aud1_vis0_eps000_pp10_d1_test_SCT,10,1,200127-094116,11,-1,PreTest__,0,0.604,0.95,0.043,1.574,0.17019599501124,0.0405665860880751,0.310185904563957,0.086108338668929
trial_log-200127-094221_task011_aud1_vis0_eps000_pp10_d1_test_SCT,10,1,200127-094221,11,-1,PreTest__,0,0.55,0.944,-0.035,1.716,0.169266467318348,0.0335108148740071,0.413999463939128,0.156808796805791
trial_log-200127-094327_task011_aud1_vis0_eps000_pp10_d1_test_SCT,10,1,200127-094327,11,-1,PreTest__,0,0.532,0.956,-0.013,1.796,0.199604452122622,0.0496744807302052,0.308669351177946,0.095521172487595
trial_log-200127-111407_task011_aud1_vis0_eps000_pp10_d1_test_SCT,10,1,200127-111407,11,1,PostTest_,0,0.439,0.725,0.058,1.651,0.153772645578965,0.0198244212265124,0.353247789830759,0.121601832479799
trial_log-200127-111512_task011_aud1_vis0_eps000_pp10_d1_test_SCT,10,1,200127-111512,11,1,PostTest_,0,0.469,0.966,0.222,2.058,0.157742484165334,0.00380141603786146,0.401376094468324,0.0793448631947029
trial_log-200127-111618_task011_aud1_vis0_eps000_pp10_d1_test_SCT,10,1,200127-111618,11,1,PostTest_,0,0.618,0.934,0.083,1.511,0.16476787728213,0.0216224178450692,0.392758026546072,0.137185738826684
trial_log-200128-122002_task011_aud1_vis0_eps000_pp10_d2_test_SCT,10,2,200128-122002,11,2,Retention,0,1.703,0.963,0.005,0.565,0.230601709183465,0.0444049391260136,0.331394024062948,0.0191749037089034
trial_log-200128-122107_task011_aud1_vis0_eps000_pp10_d2_test_SCT,10,2,200128-122107,11,2,Retention,0,0.52,0.964,-0.097,1.853,0.174461860374525,0.0552206513208775,0.364908894975122,0.0755859145025405
trial_log-200128-122212_task011_aud1_vis0_eps000_pp10_d2_test_SCT,10,2,200128-122212,11,2,Retention,0,0.639,0.978,-0.253,1.531,0.201971745036199,0.0517987529662578,0.38128864619042,0.11388869327717
trial_log-200128-122317_task011_aud1_vis0_eps000_pp10_d2_test_SCT,10,2,200128-122317,11,2,Retention,0,0.53,0.954,0.016,1.801,0.18947813709639,0.0420909026740335,0.393259472592084,0.10897912643128
trial_log-200128-122423_task011_aud1_vis0_eps000_pp10_d2_test_SCT,10,2,200128-122423,11,2,Retention,0,0.496,0.958,0.229,1.932,0.209972324413865,0.0418817020283671,0.362578914801416,0.142276424963393
trial_log-200127-114159_task011_aud1_vis0_eps000_pp11_d1_test_SCT,11,1,200127-114159,11,-1,PreTest__,0,0.184,0.424,-0.324,2.308,0.212570012841466,0.0254682793391164,0.410928545559502,0.120873374979853
trial_log-200127-114316_task011_aud1_vis0_eps000_pp11_d1_test_SCT,11,1,200127-114316,11,-1,PreTest__,0,0.326,0.726,0.049,2.229,0.259394297587313,0.0600757204947996,0.38142067118908,0.110150027751419
trial_log-200127-114421_task011_aud1_vis0_eps000_pp11_d1_test_SCT,11,1,200127-114421,11,-1,PreTest__,0,0.276,0.586,-0.183,2.12,0.230136437195924,0.0411162344269923,0.311029003292034,0.0551011267118065
trial_log-200127-114526_task011_aud1_vis0_eps000_pp11_d1_test_SCT,11,1,200127-114526,11,-1,PreTest__,0,0.266,0.604,0.171,2.274,0.212407491461012,0.0267467079039046,0.304653405033143,0.0836597301436441
trial_log-200127-114630_task011_aud1_vis0_eps000_pp11_d1_test_SCT,11,1,200127-114630,11,-1,PreTest__,0,0.161,0.459,-0.036,2.845,0.212086215030988,0.0496701440524536,0.29254012334137,0.103509876843102
trial_log-200127-130728_task011_aud1_vis0_eps000_pp11_d1_test_SCT,11,1,200127-130728,11,1,PostTest_,0,0.36,0.786,-0.033,2.184,0.224805208099584,0.0384283377590438,0.375431895366037,0.124693018534425
trial_log-200127-130832_task011_aud1_vis0_eps000_pp11_d1_test_SCT,11,1,200127-130832,11,1,PostTest_,0,0.535,0.791,0.09,1.478,0.200344428509516,0.0233542841932058,0.386778657317721,0.0970948391319406
trial_log-200127-130936_task011_aud1_vis0_eps000_pp11_d1_test_SCT,11,1,200127-130936,11,1,PostTest_,0,0.395,0.797,0.161,2.019,0.209137093620266,0.0120822918908213,0.342872255565601,0.103087777331813
trial_log-200128-130627_task011_aud1_vis0_eps000_pp11_d2_test_SCT,11,2,200128-130627,11,2,Retention,0,0.37,0.807,-0.039,2.184,0.207801531359524,0.0594368133930061,0.376253948506926,0.0608310248439834
trial_log-200128-130731_task011_aud1_vis0_eps000_pp11_d2_test_SCT,11,2,200128-130731,11,2,Retention,0,0.475,0.821,-0.118,1.729,0.217461733299713,0.0137237341692469,0.363431625167814,0.127199400601631
trial_log-200128-130841_task011_aud1_vis0_eps000_pp11_d2_test_SCT,11,2,200128-130841,11,2,Retention,0,0.439,0.85,-0.154,1.935,0.174901960030011,0.0483052781332693,0.322609175453805,0.0646194670687225
trial_log-200128-130945_task011_aud1_vis0_eps000_pp11_d2_test_SCT,11,2,200128-130945,11,2,Retention,0,0.513,0.854,0.081,1.665,0.201083115655773,0.0380037204201779,0.36144272518542,0.141754498480073
trial_log-200128-131049_task011_aud1_vis0_eps000_pp11_d2_test_SCT,11,2,200128-131049,11,2,Retention,0,0.462,0.882,-0.134,1.91,0.220803242689114,0.0488858409118284,0.294044339853656,0.0674557883741372
trial_log-200213-111533_task011_aud1_vis0_eps000_pp12_d1_test_SCT,12,1,200213-111533,11,-1,PreTest__,0,0.07,0.227,-0.15,3.24,0.261194589772264,0.0481053847467744,0.301882382114073,0.0979278108243072
trial_log-200213-111643_task011_aud1_vis0_eps000_pp12_d1_test_SCT,12,1,200213-111643,11,-1,PreTest__,0,0.086,0.237,-0.079,2.757,0.222541549678803,0.0572071095377242,0.51728791548104,0.195581787140128
trial_log-200213-111805_task011_aud1_vis0_eps000_pp12_d1_test_SCT,12,1,200213-111805,11,-1,PreTest__,0,0.059,0.192,-0.095,3.245,0.260185379034349,0.0233172677009585,0.314405988069711,0.198100434329164
trial_log-200213-111937_task011_aud1_vis0_eps000_pp12_d1_test_SCT,12,1,200213-111937,11,-1,PreTest__,0,0.151,0.5,-0.507,3.306,0.239811701857473,0.03622088819106,0.263855112062843,0.0503160510111048
trial_log-200213-112040_task011_aud1_vis0_eps000_pp12_d1_test_SCT,12,1,200213-112040,11,-1,PreTest__,0,0.241,0.642,0.068,2.658,0.194912577241372,0.0314390424854363,0.339067837963423,0.141541556984157
trial_log-200213-123920_task011_aud1_vis0_eps000_pp12_d1_test_SCT,12,1,200213-123920,11,1,PostTest_,0,0.31,0.928,0.004,2.997,0.221774666014156,0.0319429247232923,0.296245864078908,0.116637187027029
trial_log-200213-124023_task011_aud1_vis0_eps000_pp12_d1_test_SCT,12,1,200213-124023,11,1,PostTest_,0,0.231,0.831,-0.06,3.603,0.238882761868676,0.0733946337265018,0.367362579916693,0.148104597074956
trial_log-200213-124127_task011_aud1_vis0_eps000_pp12_d1_test_SCT,12,1,200213-124127,11,1,PostTest_,0,0.247,0.829,-0.186,3.362,0.255274897993345,0.053946377809861,0.27017803591214,0.100509413391478
trial_log-200214-120049_task011_aud1_vis0_eps000_pp12_d2_test_SCT,12,2,200214-120049,11,2,Retention,0,0.402,0.808,-0.1,2.012,0.199748522079501,0.0191849348282069,0.221285019984004,0.127240671280606
trial_log-200214-120154_task011_aud1_vis0_eps000_pp12_d2_test_SCT,12,2,200214-120154,11,2,Retention,0,0.344,0.747,0.013,2.173,0.199794941713361,0.0206652907875255,0.285574953913305,0.162386164110404
trial_log-200214-120301_task011_aud1_vis0_eps000_pp12_d2_test_SCT,12,2,200214-120301,11,2,Retention,0,0.358,0.78,-0.268,2.177,0.182525768152226,0.0445773303057249,0.264111561410611,0.142860248859383
trial_log-200214-120407_task011_aud1_vis0_eps000_pp12_d2_test_SCT,12,2,200214-120407,11,2,Retention,0,0.393,0.73,-0.172,1.861,0.175073011654776,0.0376503945318879,0.273131926780646,0.0764058702782286
trial_log-200214-120513_task011_aud1_vis0_eps000_pp12_d2_test_SCT,12,2,200214-120513,11,2,Retention,0,0.359,0.87,0.207,2.423,0.212016073194596,0.0368620002966374,0.245003629976779,0.123960508983233
trial_log-200128-141623_task011_aud1_vis0_eps000_pp13_d1_test_SCT,13,1,200128-141623,11,-1,PreTest__,0,0.218,0.573,-0.144,2.632,0.186983673604332,0.0370685508383459,0.574895109327553,0.151686818655795
trial_log-200128-141803_task011_aud1_vis0_eps000_pp13_d1_test_SCT,13,1,200128-141803,11,-1,PreTest__,0,0.182,0.583,0.155,3.204,0.227588317684784,0.00859526754315814,0.441958245767181,0.101713097897926
trial_log-200128-141907_task011_aud1_vis0_eps000_pp13_d1_test_SCT,13,1,200128-141907,11,-1,PreTest__,0,0.271,0.663,0.095,2.446,0.179607356654464,0.0292491114600053,0.445516282160898,0.147672476045818
trial_log-200128-142011_task011_aud1_vis0_eps000_pp13_d1_test_SCT,13,1,200128-142011,11,-1,PreTest__,0,0.334,0.93,-0.283,2.786,0.238649055333379,0.0430131198970996,0.48761324928172,0.178379043763242
trial_log-200128-142115_task011_aud1_vis0_eps000_pp13_d1_test_SCT,13,1,200128-142115,11,-1,PreTest__,0,0.245,0.857,0.004,3.504,0.275341020498106,0.0669101990442526,0.482327681813866,0.126149524479833
trial_log-200128-154437_task011_aud1_vis0_eps000_pp13_d1_test_SCT,13,1,200128-154437,11,1,PostTest_,0,0.547,0.939,0.044,1.716,0.188163883780996,0.0243422339944577,0.445303600311485,0.118712431722964
trial_log-200128-154544_task011_aud1_vis0_eps000_pp13_d1_test_SCT,13,1,200128-154544,11,1,PostTest_,0,0.374,0.88,0.005,2.349,0.185328901218778,0.0291278349279396,0.433302739827231,0.148224570387309
trial_log-200128-154648_task011_aud1_vis0_eps000_pp13_d1_test_SCT,13,1,200128-154648,11,1,PostTest_,0,0.395,0.82,0.031,2.079,0.178109928489138,0.0390874910355963,0.469148597164296,0.141208515119049
trial_log-200129-151853_task011_aud1_vis0_eps000_pp13_d2_test_SCT,13,2,200129-151853,11,2,Retention,0,0.396,0.875,0.108,2.21,0.213366706851547,0.0345108219562278,0.46638766626827,0.108922466885754
trial_log-200129-151957_task011_aud1_vis0_eps000_pp13_d2_test_SCT,13,2,200129-151957,11,2,Retention,0,0.47,0.923,0.085,1.963,0.222402476945784,0.0559058482172155,0.398017678782464,0.0688655924511203
trial_log-200129-152100_task011_aud1_vis0_eps000_pp13_d2_test_SCT,13,2,200129-152100,11,2,Retention,0,0.447,0.872,-0.09,1.949,0.217843336052676,0.0431601257400052,0.493485308850086,0.15534650706109
trial_log-200129-152204_task011_aud1_vis0_eps000_pp13_d2_test_SCT,13,2,200129-152204,11,2,Retention,0,0.425,0.901,-0.035,2.117,0.258981882903283,0.0420086720306986,0.569013483413926,0.146400732981421
trial_log-200129-152309_task011_aud1_vis0_eps000_pp13_d2_test_SCT,13,2,200129-152309,11,2,Retention,0,0.388,0.857,0.177,2.21,0.214770332610464,0.026800429369782,0.431862863553829,0.120892763281314
trial_log-200129-092241_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-092241,11,-1,PreTest__,0,0.278,0.649,-0.3,2.336,0.2402351385607,0.0359006293711785,0.197214801035039,0.110335977371593
trial_log-200129-092345_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-092345,11,-1,PreTest__,0,0.212,0.465,0.068,2.194,0.200880739833083,0.0496665328816308,0.279699703911526,0.12780291638784
trial_log-200129-092451_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-092451,11,-1,PreTest__,0,0.231,0.578,0.067,2.506,0.133424013718194,0.0401966335784675,0.354073204823161,0.0853401995333609
trial_log-200129-092556_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-092556,11,-1,PreTest__,0,0.409,0.689,-0.189,1.682,0.191547042887175,0.0344927524887889,0.364802238270424,0.160355813515085
trial_log-200129-092702_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-092702,11,-1,PreTest__,0,0.228,0.661,0.155,2.897,0.195416743536629,0.0200630003149132,0.32002591997204,0.142219542959381
trial_log-200129-104123_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-104123,11,1,PostTest_,0,0.441,0.834,-0.159,1.893,0.177082537987231,0.0196585505671712,0.388020609797721,0.145412144557449
trial_log-200129-104230_task011_aud1_vis0_eps000_pp14_d1_test_SCT,14,1,200129-104230,11,1,PostTest_,0,0.41,0.721,-0.085,1.761,0.214920895588049,0.0226014264481318,0.331889321695007,0.128844798971604
