"file_name","pp","day","date","task_code","training_phase","visual","trial_duration","samples_num","score","c","tau","pitch_error","training_condition","Training","task_label","trial","pre_score","pre_c","pre_tau","pre_pitch_error","score_delta","c_delta","tau_delta","pitch_error_delta"
"trial_log-200124-114244_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114244","12","Retention",0,59.99,5931,0.721,0.94,0.372,1.305,"25","Chaotic Interactive","Periodic Fadeout (SCT)",3,0.6042,0.9592,-0.0436,1.5912,0.193313472360146,-2.00166805671393,-953.211009174312,-17.9864253393665
"trial_log-200124-114351_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114351","12","Retention",0,59.991,5926,0.708,0.948,0.213,1.34,"25","Chaotic Interactive","Periodic Fadeout (SCT)",4,0.6042,0.9592,-0.0436,1.5912,0.171797418073486,-1.16763969974979,-588.532110091743,-15.7868275515334
"trial_log-200124-114458_task012_aud1_vis0_eps000_pp1_d2_test_periodic.txt","1",2,"200124-114458","12","Retention",0,59.984,5943,0.704,0.961,-0.059,1.365,"25","Chaotic Interactive","Periodic Fadeout (SCT)",5,0.6042,0.9592,-0.0436,1.5912,0.16517709367759,0.187656380316933,35.3211009174312,-14.2156862745098
"trial_log-200124-114627_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-114627","20","Retention",0,59.992,5672,0.541,0.599,0.423,1.107,"25","Chaotic Interactive","Chaotic",1,0.4352,0.5144,0.1792,1.1908,0.243106617647059,16.4463452566096,136.049107142857,-7.03728585824656
"trial_log-200124-114732_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-114732","20","Retention",0,59.993,5702,0.486,0.559,0.405,1.149,"25","Chaotic Interactive","Chaotic",2,0.4352,0.5144,0.1792,1.1908,0.116727941176471,8.67029548989115,126.004464285714,-3.51024521330199
"trial_log-200124-114840_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-114840","20","Retention",0,59.992,5698,0.446,0.548,0.548,1.227,"25","Chaotic Interactive","Chaotic",3,0.4352,0.5144,0.1792,1.1908,0.0248161764705883,6.53188180404356,205.803571428571,3.03997312730937
"trial_log-200124-114946_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-114946","20","Retention",0,59.993,5632,0.407,0.499,0.539,1.225,"25","Chaotic Interactive","Chaotic",4,0.4352,0.5144,0.1792,1.1908,-0.0647977941176471,-2.99377916018662,200.78125,2.87201881088344
"trial_log-200124-115058_task020_aud1_vis0_eps000_pp1_d2_test_chaotic.txt","1",2,"200124-115058","20","Retention",0,59.993,5695,0.476,0.611,0.152,1.285,"25","Chaotic Interactive","Chaotic",5,0.4352,0.5144,0.1792,1.1908,0.09375,18.7791601866252,-15.1785714285714,7.91064830366139
"trial_log-200124-115231_task020_aud0_vis1_eps000_pp1_d2_test_visual.txt","1",2,"200124-115231","20.5","Retention",1,59.982,5713,1.464,0.623,-0.088,0.425,"25","Chaotic Interactive","Chaotic Visual",1,1.6446,0.5976,-0.1014,0.3668,-0.109813936519518,4.25033467202142,-13.2149901380671,15.8669574700109
"trial_log-200124-115337_task020_aud0_vis1_eps000_pp1_d2_test_visual.txt","1",2,"200124-115337","20.5","Retention",1,59.997,5608,1.451,0.617,0.076,0.425,"25","Chaotic Interactive","Chaotic Visual",2,1.6446,0.5976,-0.1014,0.3668,-0.117718594187036,3.24631860776439,-174.950690335306,15.8669574700109
